id,name,frequency,sort_order,is_active,category
1,左,964,1,True,位置
2,右,479,2,True,位置
3,外,105,3,True,位置
4,サイド,51,4,True,位置
5,フロント,41,5,True,位置
6,前,36,6,True,位置
7,上,28,7,True,位置
8,センター,26,8,True,位置
9,下,25,9,True,位置
10,インナー,23,10,True,位置
11,ロア,19,11,True,位置
12,内,19,12,True,位置
13,後,14,13,True,位置
14,アッパー,8,14,True,位置
15,中央,6,15,True,位置
16,アウター,6,16,True,位置
17,リア,2,17,True,位置
