id,invoice_id,line_no,sub_no,raw_label_part,action1,action2,action3,target,position1,position2,position3,position4,position5,raw_label,unit_price,quantity,amount,other,set_name,is_cancelled,confidence_score,extraction_method,notes,created_at,updated_at
0,21101290-1,1,1,踊場縞鋼板脱着・曲がり直し バッテリー上側,脱着,曲がり直し,,踊場縞鋼板,,,,,,バッテリー上側踊場縞鋼板脱着曲がり直し、蝶番脱着調整、ストライカー曲がり調整異音止め加工,9000.0,1.0,9000.0,バッテリー上側,バッテリー踊場整備,False,,,,2025/10/22,2025/10/22
1,21101290-1,1,2,蝶番脱着・調整,脱着,調整,,蝶番,,,,,,バッテリー上側踊場縞鋼板脱着曲がり直し、蝶番脱着調整、ストライカー曲がり調整異音止め加工,9000.0,1.0,9000.0,,バッテリー踊場整備,False,,,,2025/10/22,2025/10/22
2,21101290-1,1,3,ストライカー調整・加工 曲がり・異音止め,調整,加工,,ストライカー,,,,,,バッテリー上側踊場縞鋼板脱着曲がり直し、蝶番脱着調整、ストライカー曲がり調整異音止め加工,9000.0,1.0,9000.0,曲がり・異音止め,バッテリー踊場整備,False,,,,2025/10/22,2025/10/22
3,21101291-1,1,1,ヒーターパイプ溶接 応急,溶接,,,ヒーターパイプ,,,,,,ヒーターパイプ応急溶接,3000.0,1.0,3000.0,応急,,False,,,,2025/10/22,2025/10/22
4,21111292-1,1,1,ヒーターパイプ溶接 応急,溶接,,,ヒーターパイプ,,,,,,ヒーターパイプ応急溶接,3000.0,1.0,3000.0,応急,,False,,,,2025/10/22,2025/10/22
5,21111293-1,1,1,右ドア研磨・仕上げ,研磨,仕上げ,,ドア,右,,,,,右ドアー研磨仕上げ,3000.0,1.0,3000.0,,,False,,,,2025/10/22,2025/10/22
6,21111293-2,1,1,左蝶番脱着・調整 観音扉,脱着,調整,,蝶番,左,,,,,左観音扉蝶番脱着調整,2000.0,1.0,2000.0,観音扉,,False,,,,2025/10/22,2025/10/22
7,21111293-2,2,1,左ドア内張り脱着,脱着,,,ドア内張り,左,,,,,左ドアー内張り、レギュレター、ラッチ、サッシュ、アウターハンドル脱着、安全ガラスアウターカバー脱着異音防止加工,12000.0,1.0,12000.0,,ドア部品脱着,False,,,,2025/10/22,2025/10/22
8,21111293-2,2,2,レギュレター脱着,脱着,,,レギュレター,,,,,,左ドアー内張り、レギュレター、ラッチ、サッシュ、アウターハンドル脱着、安全ガラスアウターカバー脱着異音防止加工,12000.0,1.0,12000.0,,ドア部品脱着,False,,,,2025/10/22,2025/10/22
9,21111293-2,2,3,ラッチ脱着,脱着,,,ラッチ,,,,,,左ドアー内張り、レギュレター、ラッチ、サッシュ、アウターハンドル脱着、安全ガラスアウターカバー脱着異音防止加工,12000.0,1.0,12000.0,,ドア部品脱着,False,,,,2025/10/22,2025/10/22
10,21111293-2,2,4,サッシュ脱着,脱着,,,サッシュ,,,,,,左ドアー内張り、レギュレター、ラッチ、サッシュ、アウターハンドル脱着、安全ガラスアウターカバー脱着異音防止加工,12000.0,1.0,12000.0,,ドア部品脱着,False,,,,2025/10/22,2025/10/22
11,21111293-2,2,5,アウターハンドル脱着,脱着,,,アウターハンドル,,,,,,左ドアー内張り、レギュレター、ラッチ、サッシュ、アウターハンドル脱着、安全ガラスアウターカバー脱着異音防止加工,12000.0,1.0,12000.0,,ドア部品脱着,False,,,,2025/10/22,2025/10/22
12,21111293-2,2,6,ガラスアウターカバー脱着 安全・異音防止加工,脱着,,,ガラスアウターカバー,,,,,,左ドアー内張り、レギュレター、ラッチ、サッシュ、アウターハンドル脱着、安全ガラスアウターカバー脱着異音防止加工,12000.0,1.0,12000.0,安全・異音防止加工,ドア部品脱着,False,,,,2025/10/22,2025/10/22
13,21111294-1,1,1,右サニーホース取外し,取外し,,,サニーホース,右,,,,,右サニーホース取り外し、押えボルト折れ込み取替加工２本,12000.0,1.0,12000.0,,サニーホース作業,False,,,,2025/10/22,2025/10/22
14,21111294-1,1,2,ボルト取替・加工 押え・折れ込み・２本,取替,加工,,ボルト,,,,,,右サニーホース取り外し、押えボルト折れ込み取替加工２本,12000.0,1.0,12000.0,押え・折れ込み・２本,サニーホース作業,False,,,,2025/10/22,2025/10/22
15,21111294-1,2,1,右コボレーンシャフト曲がり直し・補修・塗装,曲がり直し,補修,塗装,コボレーンシャフト,右,,,,,右コボレーンシャフト曲がり直し、補修塗装,45000.0,1.0,45000.0,,,False,,,,2025/10/22,2025/10/22
16,21111295-1,1,1,右ウィングシート脱着・張替 下側,脱着,張替,,ウィングシート,右,,,,,右ウイングシート下側脱着張替,12000.0,1.0,12000.0,下側,,False,,,,2025/10/22,2025/10/22
17,21111295-1,2,1,右ステー切断・溶接 ウィング枠骨・腐食部分・付け替え,切断,溶接,,ステー,右,,,,,右ウイング枠骨ステー腐食部分切断付け替え溶接、補強リブ制作取付、枠曲がり直し、枠腐食部分切断フラットバー切替溶接,38000.0,1.0,38000.0,ウィング枠骨・腐食部分・付け替え,ウィング枠修理,False,,,,2025/10/22,2025/10/22
18,21111295-1,2,2,リブ製作・取付・補強,製作,取付,補強,リブ,,,,,,右ウイング枠骨ステー腐食部分切断付け替え溶接、補強リブ制作取付、枠曲がり直し、枠腐食部分切断フラットバー切替溶接,38000.0,1.0,38000.0,,ウィング枠修理,False,,,,2025/10/22,2025/10/22
19,21111295-1,2,3,枠曲がり直し,曲がり直し,,,枠,,,,,,右ウイング枠骨ステー腐食部分切断付け替え溶接、補強リブ制作取付、枠曲がり直し、枠腐食部分切断フラットバー切替溶接,38000.0,1.0,38000.0,,ウィング枠修理,False,,,,2025/10/22,2025/10/22
20,21111295-1,2,4,フラットバー切断・溶接 枠腐食部分・切替,切断,溶接,,フラットバー,,,,,,右ウイング枠骨ステー腐食部分切断付け替え溶接、補強リブ制作取付、枠曲がり直し、枠腐食部分切断フラットバー切替溶接,38000.0,1.0,38000.0,枠腐食部分・切替,ウィング枠修理,False,,,,2025/10/22,2025/10/22
21,21111296-1,1,1,反射板ステー曲がり直し,曲がり直し,,,反射板ステー,,,,,,反射板ステー曲がり直し,4000.0,1.0,4000.0,,,False,,,,2025/10/22,2025/10/22
22,21111296-1,2,1,左右反射板取替,取替,,,反射板,左,右,,,,左右反射板取替、リベット打ち換え,6500.0,1.0,6500.0,,反射板作業,False,,,,2025/10/22,2025/10/22
23,21111296-1,2,2,リベット打替,打替,,,リベット,,,,,,左右反射板取替、リベット打ち換え,6500.0,1.0,6500.0,,反射板作業,False,,,,2025/10/22,2025/10/22
24,21111297-1,1,1,マフラーカバー取付,取付,,,マフラーカバー,,,,,,マフラーカバー取付,1000.0,1.0,1000.0,,,False,,,,2025/10/22,2025/10/22
25,21111298-1,1,1,左右サイドガード溶接 亀裂・4ヶ所,溶接,,,サイドガード,左,右,,,,左右サイドガード亀裂溶接4ヶ所,8000.0,1.0,8000.0,亀裂・4ヶ所,,False,,,,2025/10/22,2025/10/22
26,21111299-1,1,1,パイプ穴埋め・溶接 応急,穴埋め,溶接,,パイプ,,,,,,パイプ応急穴埋め溶接,4000.0,1.0,4000.0,応急,,False,,,,2025/10/22,2025/10/22
27,21111300-1,1,1,左前ウィングキャッチ取替,取替,,,ウィングキャッチ,左,前,,,,左前ウィングキャッチ取替,1000.0,1.0,1000.0,,,False,,,,2025/10/22,2025/10/22
28,21111300-1,2,1,アンダーミラー点検・貼付 応急,点検,貼付,,アンダーミラー,,,,,,アンダーミラー点検応急貼付,1000.0,1.0,1000.0,応急,,False,,,,2025/10/22,2025/10/22
29,21111301-1,1,1,左右サイドガードステー修正 3本腐食折損部,修正,,,サイドガードステー,左,右,,,,左右サイドガードステー3本腐食折損部補強リブ取付加工溶接,6000.0,3.0,18000.0,3本腐食折損部,サイドガードステー整備,False,,,,2025/10/22,2025/10/22
30,21111301-1,1,2,リブ取付・加工・溶接 補強,取付,加工,溶接,リブ,,,,,,左右サイドガードステー3本腐食折損部補強リブ取付加工溶接,6000.0,3.0,18000.0,補強,サイドガードステー整備,False,,,,2025/10/22,2025/10/22
31,21111302-1,1,1,右後サイドガード溶接,溶接,,,サイドガード,右,後,,,,右後ろサイドガード溶接,3000.0,1.0,3000.0,,,False,,,,2025/10/22,2025/10/22
32,21111303-1,1,1,右サイドガード修正・取付・溶接 折損部,修正,取付,溶接,サイドガード,右,,,,,右サイドガード折損部修正取付溶接,3000.0,1.0,3000.0,折損部,,False,,,,2025/10/22,2025/10/22
33,21111303-1,2,1,後タイコマフラー鈑金・溶接 差し込み口腐食3ヶ所穴埋め,鈑金,溶接,,タイコマフラー,後,,,,,タイコマフラー後ろ差し込み口鈑金、腐食3ヶ所穴埋め溶接,8000.0,1.0,8000.0,差し込み口腐食3ヶ所穴埋め,,False,,,,2025/10/22,2025/10/22
34,21111303-1,3,1,テールパイプ取替,取替,,,テールパイプ,,,,,,テールパイプ取替、ボルト切断取替,5000.0,1.0,5000.0,,テールパイプ・ボルト整備,False,,,,2025/10/22,2025/10/22
35,21111303-1,3,2,ボルト切断・取替,切断,取替,,ボルト,,,,,,テールパイプ取替、ボルト切断取替,5000.0,1.0,5000.0,,テールパイプ・ボルト整備,False,,,,2025/10/22,2025/10/22
36,21111304-1,1,1,左右イコライザーロックピン修正・切断・溶接 3ヶ所・ロック・固定,修正,切断,溶接,イコライザーロックピン,左,右,,,,左右3ヶ所イコライザーロックピン修正ロック切断固定溶接、ロック下駄取付加工溶接,6000.0,3.0,18000.0,3ヶ所・ロック・固定,イコライザー修理,False,,,,2025/10/22,2025/10/22
37,21111304-1,1,2,ロック下駄取付・加工・溶接,取付,加工,溶接,ロック下駄,,,,,,左右3ヶ所イコライザーロックピン修正ロック切断固定溶接、ロック下駄取付加工溶接,6000.0,3.0,18000.0,,イコライザー修理,False,,,,2025/10/22,2025/10/22
38,21111305-1,1,1,右ミラーアーム脱着,脱着,,,ミラーアーム,右,,,,,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,10000.0,1.0,10000.0,,ドア周辺整備,False,,,,2025/10/22,2025/10/22
39,21111305-1,1,2,右ドア曲がり直し 捻じれ,曲がり直し,,,ドア,右,,,,,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,10000.0,1.0,10000.0,捻じれ,ドア周辺整備,False,,,,2025/10/22,2025/10/22
40,21111305-1,1,3,スカッフプレート脱着,脱着,,,スカッフプレート,,,,,,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,10000.0,1.0,10000.0,,ドア周辺整備,False,,,,2025/10/22,2025/10/22
41,21111305-1,1,4,ウェザーストリップゴム取替,取替,,,ウェザーストリップゴム,,,,,,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,10000.0,1.0,10000.0,,ドア周辺整備,False,,,,2025/10/22,2025/10/22
42,21111305-1,1,5,ストライカー取替,取替,,,ストライカー,,,,,,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,10000.0,1.0,10000.0,,ドア周辺整備,False,,,,2025/10/22,2025/10/22
43,21111305-1,1,6,蝶番脱着・修正 ドア,脱着,修正,,蝶番,,,,,,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,10000.0,1.0,10000.0,ドア,ドア周辺整備,False,,,,2025/10/22,2025/10/22
44,21111305-1,1,7,コーキング入替,コーキング入替,,,,,,,,,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,10000.0,1.0,10000.0,,ドア周辺整備,False,,,,2025/10/22,2025/10/22
45,21111306-1,1,1,右ミラーアーム脱着,脱着,,,ミラーアーム,右,,,,,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,10000.0,1.0,10000.0,,ドア整備,False,,,,2025/10/22,2025/10/22
46,21111306-1,1,2,右ドア修正 捻じれ直し,修正,,,ドア,右,,,,,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,10000.0,1.0,10000.0,捻じれ直し,ドア整備,False,,,,2025/10/22,2025/10/22
47,21111306-1,1,3,スカッフプレート脱着,脱着,,,スカッフプレート,,,,,,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,10000.0,1.0,10000.0,,ドア整備,False,,,,2025/10/22,2025/10/22
48,21111306-1,1,4,ウェザーストリップゴム取替,取替,,,ウェザーストリップゴム,,,,,,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,10000.0,1.0,10000.0,,ドア整備,False,,,,2025/10/22,2025/10/22
49,21111306-1,1,5,ストライカー取替,取替,,,ストライカー,,,,,,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,10000.0,1.0,10000.0,,ドア整備,False,,,,2025/10/22,2025/10/22
50,21111306-1,1,6,蝶番脱着・修正,脱着,修正,,蝶番,,,,,,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,10000.0,1.0,10000.0,,ドア整備,False,,,,2025/10/22,2025/10/22
51,21111306-1,1,7,コーキング入替,コーキング入替,,,,,,,,,右ミラーアーム脱着、右ドアー捻じれ直し、スカッフプレート脱着、ウェザーストリップゴム取替、ストライカー取替、ドアー蝶番脱着修正コーキング入替,10000.0,1.0,10000.0,,ドア整備,False,,,,2025/10/22,2025/10/22
52,21111307-1,1,1,右前フロントバンパー点検 異音,点検,,,フロントバンパー,右,前,,,,フロントバンパー右異音点検、ブレ止めステー製作取替加工,12000.0,1.0,12000.0,異音,フロントバンパー作業,False,,,,2025/10/22,2025/10/22
53,21111307-1,1,2,ステー製作・取替 ブレ止め・加工,製作,取替,,ステー,,,,,,フロントバンパー右異音点検、ブレ止めステー製作取替加工,12000.0,1.0,12000.0,ブレ止め・加工,フロントバンパー作業,False,,,,2025/10/22,2025/10/22
54,21111307-2,1,1,右後セイコーラックアーム曲がり直し 応急,曲がり直し,,,セイコーラックアーム,右,後,,,,右後ろセイコーラックアーム応急曲がり直し、ピン取付,3000.0,1.0,3000.0,応急,セイコーラックアーム作業,False,,,,2025/10/22,2025/10/22
55,21111307-2,1,2,取付 ピン,取付,,,,,,,,,右後ろセイコーラックアーム応急曲がり直し、ピン取付,3000.0,1.0,3000.0,ピン,セイコーラックアーム作業,False,,,,2025/10/22,2025/10/22
56,21111308-1,1,1,蝶番ピン取付・加工 煽り・穴掘り・３本,取付,加工,,蝶番ピン,,,,,,煽り蝶番ピン取付穴掘り加工３本,3000.0,3.0,9000.0,煽り・穴掘り・３本,,False,,,,2025/10/22,2025/10/22
57,21111308-1,2,1,右前キャッチ脱着 煽り,脱着,,,キャッチ,右,前,,,,右前煽りキャッチ脱着フック制作取付加工溶接,8000.0,1.0,8000.0,煽り,煽りキャッチ作業,False,,,,2025/10/22,2025/10/22
58,21111308-1,2,2,フック製作・取付・溶接 加工,製作,取付,溶接,フック,,,,,,右前煽りキャッチ脱着フック制作取付加工溶接,8000.0,1.0,8000.0,加工,煽りキャッチ作業,False,,,,2025/10/22,2025/10/22
59,21111309-1,1,1,後横根太修正 折損部,修正,,,横根太,後,,,,,後ろ横根太折損部修正、補強リブ制作取付加工溶接,22000.0,3.0,66000.0,折損部,横根太補強,False,,,,2025/10/22,2025/10/22
60,21111309-1,1,2,リブ製作・取付・溶接 補強・加工,製作,取付,溶接,リブ,,,,,,後ろ横根太折損部修正、補強リブ制作取付加工溶接,22000.0,3.0,66000.0,補強・加工,横根太補強,False,,,,2025/10/22,2025/10/22
61,21111309-1,2,1,床板修正,修正,,,床板,,,,,,床板修正,15000.0,1.0,15000.0,,,False,,,,2025/10/22,2025/10/22
62,21111309-1,3,1,左右リアフェンダー脱着,脱着,,,フェンダー,左,右,リア,,,左右リアフェンダー脱着、ステー付け替え溶接,9000.0,2.0,18000.0,,リアフェンダー作業,False,,,,2025/10/22,2025/10/22
63,21111309-1,3,2,ステー溶接 付け替え,溶接,,,ステー,,,,,,左右リアフェンダー脱着、ステー付け替え溶接,9000.0,2.0,18000.0,付け替え,リアフェンダー作業,False,,,,2025/10/22,2025/10/22
64,21111309-1,4,1,左前リブ溶接 補強・床板破損部・入れ,溶接,,,リブ,左,前,,,,左前床板破損部補強リブ入れ溶接,12000.0,1.0,12000.0,補強・床板破損部・入れ,,False,,,,2025/10/22,2025/10/22
65,21111310-1,1,1,戸当たりゴム取付 リヤゲート,取付,,,戸当たりゴム,,,,,,リヤゲート戸当たりゴム取付、ワッシャー追加取付,3000.0,1.0,3000.0,リヤゲート,リヤゲート作業,False,,,,2025/10/22,2025/10/22
66,21111310-1,1,2,ワッシャー取付 追加,取付,,,ワッシャー,,,,,,リヤゲート戸当たりゴム取付、ワッシャー追加取付,3000.0,1.0,3000.0,追加,リヤゲート作業,False,,,,2025/10/22,2025/10/22
67,21111311-1,1,1,右サイドガード修正・取付・溶接 折損部,修正,取付,溶接,サイドガード,右,,,,,右サイドガード折損部修正取付溶接,5000.0,1.0,5000.0,折損部,,False,,,,2025/10/22,2025/10/22
68,21111312-1,1,1,ナンバーボルト取外し・取替 リヤ・折れ込み,取外し,取替,,ナンバーボルト,,,,,,リヤナンバーボルト折れ込み取外し取替,5000.0,1.0,5000.0,リヤ・折れ込み,,False,,,,2025/10/22,2025/10/22
69,21111313-1,1,1,フロントリッドグリル脱着,脱着,,,リッドグリル,フロント,,,,,フロントリッドグリル脱着グロメット取替貼付,5000.0,1.0,5000.0,,リッドグリル作業,False,,,,2025/10/22,2025/10/22
70,21111313-1,1,2,取替・貼付 グロメット,取替,貼付,,,,,,,,フロントリッドグリル脱着グロメット取替貼付,5000.0,1.0,5000.0,グロメット,リッドグリル作業,False,,,,2025/10/22,2025/10/22
71,21111313-1,2,1,蝶番作業 ウイング・グリスアップ,作業,,,蝶番,,,,,,ウイング蝶番グリスアップ,5000.0,1.0,5000.0,ウイング・グリスアップ,,False,,,,2025/10/22,2025/10/22
72,21111313-1,3,1,右後ウィングキャッチ受け脱着・曲がり直し ステン,脱着,曲がり直し,,ウィングキャッチ受け,右,後,,,,右後ろステンウィングキャッチ受け脱着曲がり直し,8000.0,1.0,8000.0,ステン,,False,,,,2025/10/22,2025/10/22
73,21111314-1,1,1,ジャバラパイプ脱着,脱着,,,ジャバラパイプ,,,,,,ジャバラパイプ脱着、UDPCマフラー取外し、腐食ボルト折れ込み取外し加工、タップ掛け,15000.0,1.0,15000.0,,パイプマフラー作業,False,,,,2025/10/22,2025/10/22
74,21111314-1,1,2,マフラー取外し UDPC,取外し,,,マフラー,,,,,,ジャバラパイプ脱着、UDPCマフラー取外し、腐食ボルト折れ込み取外し加工、タップ掛け,15000.0,1.0,15000.0,UDPC,パイプマフラー作業,False,,,,2025/10/22,2025/10/22
75,21111314-1,1,3,ボルト取外し・加工 腐食・折れ込み,取外し,加工,,ボルト,,,,,,ジャバラパイプ脱着、UDPCマフラー取外し、腐食ボルト折れ込み取外し加工、タップ掛け,15000.0,1.0,15000.0,腐食・折れ込み,パイプマフラー作業,False,,,,2025/10/22,2025/10/22
76,21111314-1,1,4,タップ加工 掛け,加工,,,タップ,,,,,,ジャバラパイプ脱着、UDPCマフラー取外し、腐食ボルト折れ込み取外し加工、タップ掛け,15000.0,1.0,15000.0,掛け,パイプマフラー作業,False,,,,2025/10/22,2025/10/22
77,21111315-1,1,1,左右ストッパー切断・取外し・仕上げ キャスター・溶接部分,切断,取外し,仕上げ,ストッパー,左,右,,,,左右キャスターストッパー溶接部分切断取外し仕上げ、コーキング入替、フラットバー切断廃棄、押えアングル止め加工,18000.0,2.0,36000.0,キャスター・溶接部分,ストッパー作業,False,,,,2025/10/22,2025/10/22
78,21111315-1,1,2,コーキング入替,コーキング入替,,,,,,,,,左右キャスターストッパー溶接部分切断取外し仕上げ、コーキング入替、フラットバー切断廃棄、押えアングル止め加工,18000.0,2.0,36000.0,,ストッパー作業,False,,,,2025/10/22,2025/10/22
79,21111315-1,1,3,フラットバー切断・廃棄,切断,廃棄,,フラットバー,,,,,,左右キャスターストッパー溶接部分切断取外し仕上げ、コーキング入替、フラットバー切断廃棄、押えアングル止め加工,18000.0,2.0,36000.0,,ストッパー作業,False,,,,2025/10/22,2025/10/22
80,21111315-1,1,4,アングル加工 押え・止め,加工,,,アングル,,,,,,左右キャスターストッパー溶接部分切断取外し仕上げ、コーキング入替、フラットバー切断廃棄、押えアングル止め加工,18000.0,2.0,36000.0,押え・止め,ストッパー作業,False,,,,2025/10/22,2025/10/22
81,21111316-1,1,1,左中板切替・加工 観音扉・下側・一部分,切替,加工,,中板,左,,,,,左観音扉下側中板一部分切替加工、開き止め付替え加工、コーキング入替,16000.0,1.0,16000.0,観音扉・下側・一部分,観音扉作業,False,,,,2025/10/22,2025/10/22
82,21111316-1,1,2,中板加工 開き止め・付替え,加工,,,中板,,,,,,左観音扉下側中板一部分切替加工、開き止め付替え加工、コーキング入替,16000.0,1.0,16000.0,開き止め・付替え,観音扉作業,False,,,,2025/10/22,2025/10/22
83,21111316-1,1,3,コーキング入替,コーキング入替,,,,,,,,,左観音扉下側中板一部分切替加工、開き止め付替え加工、コーキング入替,16000.0,1.0,16000.0,,観音扉作業,False,,,,2025/10/22,2025/10/22
84,21111316-1,2,1,右中板切替・取付・加工 観音扉・下側・ステー,切替,取付,加工,中板,右,,,,,右観音扉下側中板切替ステー取付加工、ヒンジ、キャッチシャフト、開き止め脱着付替え加工、裏鋼板切替接着加工、ボルト切断取替、コーキング入替加工,68000.0,1.0,68000.0,観音扉・下側・ステー,観音扉整備,False,,,,2025/10/22,2025/10/22
85,21111316-1,2,2,ヒンジ脱着・付替え・加工 開き止め,脱着,付替え,加工,ヒンジ,,,,,,右観音扉下側中板切替ステー取付加工、ヒンジ、キャッチシャフト、開き止め脱着付替え加工、裏鋼板切替接着加工、ボルト切断取替、コーキング入替加工,68000.0,1.0,68000.0,開き止め,観音扉整備,False,,,,2025/10/22,2025/10/22
86,21111316-1,2,3,キャッチシャフト脱着・付替え・加工,脱着,付替え,加工,キャッチシャフト,,,,,,右観音扉下側中板切替ステー取付加工、ヒンジ、キャッチシャフト、開き止め脱着付替え加工、裏鋼板切替接着加工、ボルト切断取替、コーキング入替加工,68000.0,1.0,68000.0,,観音扉整備,False,,,,2025/10/22,2025/10/22
87,21111316-1,2,4,鋼板切替・加工 裏・接着,切替,加工,,鋼板,,,,,,右観音扉下側中板切替ステー取付加工、ヒンジ、キャッチシャフト、開き止め脱着付替え加工、裏鋼板切替接着加工、ボルト切断取替、コーキング入替加工,68000.0,1.0,68000.0,裏・接着,観音扉整備,False,,,,2025/10/22,2025/10/22
88,21111316-1,2,5,ボルト切断・取替,切断,取替,,ボルト,,,,,,右観音扉下側中板切替ステー取付加工、ヒンジ、キャッチシャフト、開き止め脱着付替え加工、裏鋼板切替接着加工、ボルト切断取替、コーキング入替加工,68000.0,1.0,68000.0,,観音扉整備,False,,,,2025/10/22,2025/10/22
89,21111316-1,2,6,コーキング入替・加工,コーキング入替,加工,,,,,,,,右観音扉下側中板切替ステー取付加工、ヒンジ、キャッチシャフト、開き止め脱着付替え加工、裏鋼板切替接着加工、ボルト切断取替、コーキング入替加工,68000.0,1.0,68000.0,,観音扉整備,False,,,,2025/10/22,2025/10/22
90,21111316-1,3,1,作業 材料・トタン・木材・ステー・接着剤・コーキング・ボルト一式,作業,,,,,,,,,材料　　トタン、木材、ステー、接着剤、コーキング、ボルト一式,18000.0,1.0,18000.0,材料・トタン・木材・ステー・接着剤・コーキング・ボルト一式,,False,,,,2025/10/22,2025/10/22
91,21111317-1,1,1,左サイドガード脱着,脱着,,,サイドガード,左,,,,,左サイドガード脱着,4000.0,1.0,4000.0,,,False,,,,2025/10/22,2025/10/22
92,21111317-1,2,1,左踊場脱着・取替・加工 折れ込み２本,脱着,取替,加工,踊場,左,,,,,左踊場脱着折れ込み取替加工２本、踊場枠脱着,7000.0,1.0,7000.0,折れ込み２本,踊場整備,False,,,,2025/10/22,2025/10/22
93,21111317-1,2,2,踊場枠脱着,脱着,,,踊場枠,,,,,,左踊場脱着折れ込み取替加工２本、踊場枠脱着,7000.0,1.0,7000.0,,踊場整備,False,,,,2025/10/22,2025/10/22
94,21111317-1,3,1,燃料タンク脱着,脱着,,,燃料タンク,,,,,,燃料タンク脱着,4000.0,1.0,4000.0,,,False,,,,2025/10/22,2025/10/22
95,21111318-1,1,1,左ボルト取付 煽りドア・蝶番・３本,取付,,,ボルト,左,,,,,左煽りドアー蝶番ボルト３本取付,2000.0,1.0,2000.0,煽りドア・蝶番・３本,,False,,,,2025/10/22,2025/10/22
96,21111319-1,1,1,左後ブラケット取付・加工 ウィングキャッチ・折損部・補強,取付,加工,,ブラケット,左,後,,,,左ウイング後ろウイングキャッチブラケット折損部補強リブ取付加工、シートカバー修正取付加工,26000.0,1.0,26000.0,ウィングキャッチ・折損部・補強,ウィング作業,False,,,,2025/10/22,2025/10/22
97,21111319-1,1,2,シートカバー修正・取付・加工,修正,取付,加工,シートカバー,,,,,,左ウイング後ろウイングキャッチブラケット折損部補強リブ取付加工、シートカバー修正取付加工,26000.0,1.0,26000.0,,ウィング作業,False,,,,2025/10/22,2025/10/22
98,21111320-1,1,1,床板張替・加工 ボデー・破損部分・３ヶ所,張替,加工,,床板,,,,,,ボデー床板破損部分３ヶ所張替加工,28000.0,3.0,84000.0,ボデー・破損部分・３ヶ所,,False,,,,2025/10/22,2025/10/22
99,21111321-1,1,1,シート補修・貼付 ウィング・破れ部分・コーキング止め・6か所,補修,貼付,,シート,,,,,,ウィングシート破れ部分補修シート貼付コーキング止め6か所,14000.0,1.0,14000.0,ウィング・破れ部分・コーキング止め・6か所,,False,,,,2025/10/22,2025/10/22
100,21111322-1,1,1,コック取替 エアタンク・ドレイン,取替,,,コック,,,,,,エアタンクドレインコック取替、エアーホース取り外し,3000.0,1.0,3000.0,エアタンク・ドレイン,タンク作業,False,,,,2025/10/22,2025/10/22
101,21111322-1,1,2,エアーホース取外し,取外し,,,エアーホース,,,,,,エアタンクドレインコック取替、エアーホース取り外し,3000.0,1.0,3000.0,,タンク作業,False,,,,2025/10/22,2025/10/22
102,21111323-1,1,1,左アウトリガー脱着・付替え,脱着,付替え,,アウトリガー,左,,,,,左アウトリガー脱着付替え,12000.0,1.0,12000.0,,,False,,,,2025/10/22,2025/10/22
103,21111323-1,2,1,アウトリガーブラケット曲がり直し,曲がり直し,,,アウトリガーブラケット,,,,,,アウトリガーブラケット曲がり直し,22000.0,1.0,22000.0,,,False,,,,2025/10/22,2025/10/22
104,21111323-1,3,1,左ステー取替 アウトリガー・突っ張り,取替,,,ステー,左,,,,,左アウトリガー突っ張りステー取替、,6000.0,1.0,6000.0,アウトリガー・突っ張り,,False,,,,2025/10/22,2025/10/22
