name,name_norm,is_active,count,example
部分,部分,true,76,左右キャスターストッパー溶接部分切断取外し仕上げ
ボルト,ボルト,true,70,ボルト切断取替
コーナーパネル,コーナーパネル,true,66,左コーナーパネル取替
反射板,反射板,true,65,左右反射板取替
ブラケット,ブラケット,true,61,ブラケット2本取替
ボルト折れ込み,ボルト折れ込み,true,57,腐食ボルト折れ込み取外し加工
取消,取消,true,57,取消
燃料タンクバンド,燃料タンクバンド,true,56,燃料タンクバンド1本取替
燃料タンク,燃料タンク,true,55,燃料タンク脱着
付替え,付替え,true,53,開き止め脱着付替え加工
ライニング 枚,ライニング 枚,true,53,ライニング12枚張替
所,所,true,52,左右サイドガード亀裂溶接4ヶ所
スケット,スケット,true,49,右前スケット取替
枚,枚,true,49,左右泥除けゴム取替加工2枚
リヤバンパー,リヤバンパー,true,43,リヤバンパー修正鈑金加工
カ所,カ所,true,42,集合管穴埋め溶接5カ所
ドア,ドア,true,41,右ドアー研磨仕上げ
ウィング,ウィング,true,39,ウィングセンターシート前側破損部分補修テープ貼付2枚コーキング処理
ステイ,ステイ,true,38,左右ステイ取替
カバー,カバー,true,37,カバー取付
リベット,リベット,true,35,リベット打ち替えコーキング加工
タイヤハウスカバー,タイヤハウスカバー,true,34,左タイヤハウスカバー脱着修正
亀裂,亀裂,true,34,コンデンサーステー鈑金亀裂溶接
ライニング,ライニング,true,34,ライニング張替12個
部,部,true,33,フレームアウトリガー取り付け部曲がり直し
ステン,ステン,true,33,左コボレーン枠切断曲がり直しステン溶接
インナーバンパー,インナーバンパー,true,32,インナーバンパー右側引出し修正
バンド,バンド,true,31,バンド2本修正
フェンダー,フェンダー,true,30,左右リアフェンダー脱着
フラッシャー,フラッシャー,true,29,左フラッシャー取替
グリル,グリル,true,28,フロントグリル取替
スプリングシート 所亀裂,スプリングシート 所亀裂,true,26,スプリングシート4箇所亀裂溶接
泥除けゴム,泥除けゴム,true,25,左右泥除けゴム脱着ブラケット切断脱着曲がり直し付け替え溶接
サイドガードステー,サイドガードステー,true,25,左前サイドガードステー修正タップ掛けボルト取付
ミラーアーム,ミラーアーム,true,24,右ミラーアーム脱着
ドア建付け,ドア建付け,true,24,ドアー建付け調整
ファーストステップ,ファーストステップ,true,24,右ファーストステップ取替
補強,補強,true,23,前3番蝶番取替枠骨破損部鈑金補強取付加工
張,張,true,22,リア内張脱着
ろ煽りドアスケット,ろ煽りドアスケット,true,22,左右泥除け後ろ煽りドアスケット取替
側,側,true,21,右ウイングシート下側脱着張替
セカンドステップ,セカンドステップ,true,21,セカンドステップ取替
ショックアブソーバー,ショックアブソーバー,true,21,フロント左右ショックアブソーバー取替
躍場,躍場,true,20,躍場左アルミ縞板鈑金取付加工
アッパーフェンダー,アッパーフェンダー,true,20,左アッパーフェンダー脱着
コーキング処理,コーキング処理,true,20,コーキング処理加工
バンパー,バンパー,true,19,フロントバンパー右異音点検
縞鋼板,縞鋼板,true,19,躍場左縞鋼板脱着
コーキング入替,コーキング入替,true,18,ドアー蝶番脱着修正コーキング入替
セイコーラック,セイコーラック,true,18,右セイコーラック取替
煽りドアスケット,煽りドアスケット,true,18,左右煽りドアスケット点検
ロアフェンダー,ロアフェンダー,true,18,左ロアフェンダー取替
ミラー,ミラー,true,18,ミラー取替一式
サイドガード 部,サイドガード 部,true,17,右サイドガード折損部修正取付溶接
踊場,踊場,true,17,左踊場脱着折れ込み取替加工2本
フィニッシャー,フィニッシャー,true,17,センターフィニッシャー取替
切替,切替,true,17,タンクバンド切断切替加工溶接
リレーバルブ,リレーバルブ,true,17,リレーバルブ交換
ラッチ,ラッチ,true,16,ラッチ脱着
スカッフプレート,スカッフプレート,true,16,スカッフプレート脱着
ストライカー,ストライカー,true,16,ストライカー取替
リッド,リッド,true,16,フロントリッド取替
ボデー,ボデー,true,16,ボデー左右キャスターストッパー延長加工製作
分解,分解,true,16,右スケットアーム脱着分解鈑金加工
ろスケット,ろスケット,true,16,左後ろスケット取替
ステップブラケット,ステップブラケット,true,16,左右ステップブラケット脱着修正
蝶番,蝶番,true,15,蝶番脱着調整
テールパイプ,テールパイプ,true,15,テールパイプ取替
コーキング,コーキング,true,15,コーキング
バンパーフィニッシャー,バンパーフィニッシャー,true,15,左右バンパーフィニッシャー脱着
リフレクター,リフレクター,true,15,リフレクター脱着
フレーム,フレーム,true,15,右フレーム曲がり直しカプラーステー鈑金
タンクバンド,タンクバンド,true,15,タンクバンド切断切替加工溶接
嚙み込みボルト,嚙み込みボルト,true,15,嚙み込みボルト2本切断取替加工
回り,回り,true,15,作業部下回り塗装
煽りドア,煽りドア,true,15,左煽りドアー前後2枚ASSY分解取替蝶番付替え加工
フェンダーステー,フェンダーステー,true,15,左フェンダーステー取付12ミリボルト2本ASSY取替
アンダーミラー,アンダーミラー,true,14,アンダーミラー点検応急貼付
穴掘り,穴掘り,true,14,煽り蝶番ピン取付穴掘り加工3本
コーナーカバー,コーナーカバー,true,14,左コーナーカバー取替
キャッチ,キャッチ,true,14,右キャッチ脱着引出し修正
アーム,アーム,true,14,アーム取替
ドライバーシート,ドライバーシート,true,14,ドライバーシート取替
一式,一式,true,14,左右ステー取替一式
工具箱,工具箱,true,14,右工具箱脱着
ヵ所,ヵ所,true,14,右工具箱ステー補強材取付溶接2ヵ所
他部品組替,他部品組替,true,14,他部品組替
ウィングキャッチ,ウィングキャッチ,true,13,左前ウィングキャッチ取替
床板,床板,true,13,床板修正
ジャバラパイプ,ジャバラパイプ,true,13,ジャバラパイプ脱着
大型反射板,大型反射板,true,13,大型反射板取替
エアードライヤー,エアードライヤー,true,13,エアードライヤー交換
キャスターストッパー,キャスターストッパー,true,12,左右キャスターストッパー溶接部分切断取外し仕上げ
ヒンジ,ヒンジ,true,12,ヒンジ加工
アーチゴム,アーチゴム,true,12,アーチゴム取替加工
ウィング蝶番,ウィング蝶番,true,12,ウィング蝶番点検
エンジンカバー,エンジンカバー,true,12,右エンジンカバー
サイドミラー,サイドミラー,true,12,サイドミラー脱着付替え
タイコマフラー,タイコマフラー,true,11,タイコマフラー後ろ差し込み口鈑金
ウェザーストリップゴム,ウェザーストリップゴム,true,11,ウェザーストリップゴム取替
DP,DP,true,11,DPFマフラーカバーボルト折れ込み取外し加工2本
ナット,ナット,true,11,煽りドアーキャッチ点検ナット取付
折れ込みボルト,折れ込みボルト,true,11,折れ込みボルト取外し取替加工
リヤ泥除けゴム,リヤ泥除けゴム,true,11,リヤ泥除けゴム取替
ドアフラッシャー,ドアフラッシャー,true,11,右ドアフラッシャー取替
建付け,建付け,true,11,建付け調整
リヤ,リヤ,true,11,リヤ左右ステンフェンダー2枚脱着ステンボルト3本取替
清掃,清掃,true,11,清掃
キャッチ受け,キャッチ受け,true,11,キャッチ受け曲がり直し
パイプ,パイプ,true,10,パイプ応急穴埋め溶接
ドア蝶番,ドア蝶番,true,10,ドアー蝶番脱着修正コーキング入替
タップ掛け,タップ掛け,true,10,タップ掛け
観音扉,観音扉,true,10,左観音扉下側中板一部分切替加工
作業部,作業部,true,10,作業部塗装
部品組替,部品組替,true,10,部品組替
ドアパネルASSY,ドアパネルASSY,true,10,左ドアパネルASSY取替
ドアヒンジ,ドアヒンジ,true,10,ドアヒンジ応急曲がり直し
三角リフレクター,三角リフレクター,true,10,三角リフレクター左右取付加工
床枠,床枠,true,10,床枠塗装
リヤフェンダー,リヤフェンダー,true,10,左フロント・リヤフェンダー脱着泥除けゴム取替2枚
リヤナンバーブラケット,リヤナンバーブラケット,true,10,リヤナンバーブラケット脱着移設加工
サイドガードASSY,サイドガードASSY,true,10,左サイドガードASSY脱着
リヤショックアブソーバー,リヤショックアブソーバー,true,10,左右リヤショックアブソーバー取替
ブッシュ,ブッシュ,true,10,ブッシュ取替
グリスアップ,グリスアップ,true,10,グリスアップ点検
ウィングキャッチ受け,ウィングキャッチ受け,true,10,左右ウィングキャッチ受け脱着脱着曲がり直し5個
枠骨,枠骨,true,9,右ウイング前枠骨切断脱着鈑金
リヤゲート,リヤゲート,true,9,リヤゲート左右ヒンジ修正
バイザー,バイザー,true,9,バイザー取替
マッドガード,マッドガード,true,9,右マッドガード脱着
ファーストステップブラケット,ファーストステップブラケット,true,9,左ファーストステップブラケット修正
ピラー引出し,ピラー引出し,true,9,左前ピラー引出し鈑金
(材料込み),(材料込み),true,9,(材料込み)
サイドバンパー,サイドバンパー,true,9,サイドバンパー溶接
スロットル,スロットル,true,9,センタースロットル脱着鈑金
煽りドア開閉補助装置,煽りドア開閉補助装置,true,9,左煽りドア開閉補助装置2個交換
プラットホーム,プラットホーム,true,9,プラットホーム取付ブラケットボルト折損修理
オイルミスト,オイルミスト,true,9,オイルミスト交換
バンパーステー,バンパーステー,true,8,左右バンパーステー脱着曲がり直し
ファーストステップカバー,ファーストステップカバー,true,8,左右ファーストステップカバー
フロアーマット,フロアーマット,true,8,フロアーマット脱着
ステップ,ステップ,true,8,左ステップ脱着修正
製作,製作,true,8,ボデー左右キャスターストッパー延長加工製作
燃料入替,燃料入替,true,8,燃料入替
バンパーグリル,バンパーグリル,true,8,フロントバンパーグリル脱着
破損部分,破損部分,true,8,床板左破損部分張替加工
ネジ山,ネジ山,true,8,ネジ山修正
補強製作,補強製作,true,8,補強製作取付加工
ウィング蝶番グリスアップ,ウィング蝶番グリスアップ,true,8,左右ウィング蝶番グリスアップ
ウィング中板,ウィング中板,true,8,右ウィング中板脱着
ドアストリップゴム,ドアストリップゴム,true,8,右ドアーストリップゴム脱着
煽りドア補助装置,煽りドア補助装置,true,8,煽りドア補助装置点検調整4ヶ所
マフラーカバー,マフラーカバー,true,7,マフラーカバー取付
バンパー付替,バンパー付替,true,7,フロントバンパー付替
アンダーカバー,アンダーカバー,true,7,アンダーカバー取替
リブ制作,リブ制作,true,7,リブ制作取付溶接3か所
リッド嚙み込み,リッド嚙み込み,true,7,フロントリッド嚙み込み取外しワイヤー取付
UDマーク,UDマーク,true,7,UDマーク脱着
ステップカバー,ステップカバー,true,7,ステップカバー取替
突っ張りステー,突っ張りステー,true,7,フロントバンパー点検突っ張りステー取替
仕,仕,true,7,溶接ナット切断仕上2カ所
化粧板,化粧板,true,7,化粧板鈑金付替え加工
キャブサスベローズ,キャブサスベローズ,true,7,左右フロントキャブサスベローズ2個取替
補強材,補強材,true,7,右サイドバンパー折損部修正補強材取付溶接
インナーバンパー引出し,インナーバンパー引出し,true,7,インナーバンパー引出し鈑金
ボルト嚙み込み,ボルト嚙み込み,true,7,ボルト嚙み込み切断取外し加工
フィニッシャー組替,フィニッシャー組替,true,7,右フィニッシャー組替
ホース,ホース,true,7,ホース左右脱着
ねじ山,ねじ山,true,7,ねじ山修正
サイドガード亀裂,サイドガード亀裂,true,6,左右サイドガード亀裂溶接4ヶ所
作業灯ステー 製作,作業灯ステー 製作,true,6,作業灯ステー4本製作取付加工
ミリボルト,ミリボルト,true,6,タイコマフラーバンド脱着折損部取付溶接10ミリボルト2本切断取替
か所,か所,true,6,リブ制作取付溶接3か所
亀裂カット,亀裂カット,true,6,亀裂カット溶接
メッキコーナーパネル,メッキコーナーパネル,true,6,右メッキコーナーパネル取替
他部品付替え,他部品付替え,true,6,他部品付替え
サイドアンダーミラー,サイドアンダーミラー,true,6,サイドアンダーミラー取替
消火器,消火器,true,6,消火器取付
メッキパーツ,メッキパーツ,true,6,メッキパーツ取付
ろセイコーラック,ろセイコーラック,true,6,左後ろセイコーラック切断取替
ラッシングレール,ラッシングレール,true,6,左右ラッシングレール取付加工
Aパイプ,Aパイプ,true,6,20Aパイプ1本
シート,シート,true,6,センターシート前後補修修理
ナンバーブラケット,ナンバーブラケット,true,6,ナンバーブラケット修正
移設,移設,true,6,バックカメラ中央移設加工
リヤ反射板,リヤ反射板,true,6,リヤ反射板取替
架台,架台,true,6,荷台内架台修正ボルト止め
自重計,自重計,true,6,自重計取替
躍場縞鋼板全面,躍場縞鋼板全面,true,6,躍場縞鋼板全面脱着
サイドガード 切替,サイドガード 切替,true,6,右サイドガードステー3本曲がり直しサイドガード1本切替加工溶接
インナーバンパー組替,インナーバンパー組替,true,6,インナーバンパー組替
ツイストロック,ツイストロック,true,6,左ツイストロック切断取替
シャシ,シャシ,true,6,シャシ塗装
アドブルーキャップ分解,アドブルーキャップ分解,true,6,アドブルーキャップ分解取外し取替
キャブショック,キャブショック,true,6,フロントキャブショック左右取替
煽りスケット,煽りスケット,true,6,煽りスケット1個取替
ブレーキライニング 枚,ブレーキライニング 枚,true,6,ブレーキライニング2枚交換
軸,軸,true,6,2軸左右清掃
クロスメンバー,クロスメンバー,true,6,クロスメンバー取付ボルト4本切断取替加工
作業,作業,true,6,ブロック穴開けアンカー取り付け作業
エンドカバー,エンドカバー,true,6,エンドカバー取替え
煽りキャッチ,煽りキャッチ,true,5,右前煽りキャッチ脱着フック制作取付加工溶接
開き止め,開き止め,true,5,開き止め脱着付替え加工
アウトリガー,アウトリガー,true,5,左アウトリガー脱着付替え
シルバー,シルバー,true,5,シルバー塗装
ステップウォール,ステップウォール,true,5,ステップウォール脱着修正
部引出し,部引出し,true,5,バンパー取り付け部引出し鈑金
煽りドアキャッチ,煽りドアキャッチ,true,5,煽りドアーキャッチ点検ナット取付
サイド,サイド,true,5,左サイド脱着
ワイヤー,ワイヤー,true,5,フロントリッド嚙み込み取外しワイヤー取付
アクセルペダル,アクセルペダル,true,5,アクセルペダル取替
フロアーパネル,フロアーパネル,true,5,フロアーパネル鈑金
ミリボルトASSY,ミリボルトASSY,true,5,10ミリボルトASSY
リヤフェンダーブラケット,リヤフェンダーブラケット,true,5,右リヤフェンダーブラケット取替
フィニッシャー付替,フィニッシャー付替,true,5,センターフィニッシャー付替
サイドガードステー 部,サイドガードステー 部,true,5,右サイドガードステー折損部修正リブ入れ溶接
ピラー 引出し,ピラー 引出し,true,5,右前ピラー応急引出し修正
反射板 枚,反射板 枚,true,5,反射板2枚取替6ミリリベット打ち替え加工
ドライバーシートASSY,ドライバーシートASSY,true,5,ドライバーシートASSY取替
げ,げ,true,5,右ドアー磨き上げ・看板取外し
配線,配線,true,5,エアホース・コネクター・配線・マーカーランプ・フラッシャーランプ脱着
泥除けプレート,泥除けプレート,true,5,センター泥除けプレート脱着切断加工
ステンフェンダー,ステンフェンダー,true,5,右ステンフェンダー脱着鈑金
鳥居,鳥居,true,5,鳥居前左右6カ所ロープフック取付溶接
亀裂ステン,亀裂ステン,true,5,亀裂ステン溶接
工具箱ステー,工具箱ステー,true,5,工具箱ステー左右切替加工溶接2本
バックミラー,バックミラー,true,5,左バックミラー取替
曲がり,曲がり,true,5,ブラケット脱着曲がり修正
アルミ板,アルミ板,true,5,アルミ板曲がり直し鈑金
抑え,抑え,true,5,抑え取替
Aパイプ (UD在庫品),Aパイプ (UD在庫品),true,5,10Aパイプ1本(UD在庫品)
ドライバーシート座面,ドライバーシート座面,true,5,ドライバーシート座面脱着
ナンバー枠,ナンバー枠,true,5,ナンバー枠修正
繋ぎホース,繋ぎホース,true,5,繋ぎホース取替
煽り,煽り,true,5,右煽りセンタースロットル取替
スプラッシュボード,スプラッシュボード,true,5,スプラッシュボード鈑金
ウィングシリンダー,ウィングシリンダー,true,5,ウィングシリンダー前後左右点検
フィニシャー,フィニシャー,true,5,左フィニシャー曲がり直し
塗料,塗料,true,5,錆止め塗料
ショートパーツ,ショートパーツ,true,5,ショートパーツ
ミラー付替え,ミラー付替え,true,5,ミラー付替え
ジョルダー,ジョルダー,true,5,ジョルダー脱着付替え加工
サイドガード切替,サイドガード切替,true,5,サイドガード切替加工溶接4本
バンパーステイ,バンパーステイ,true,5,左右バンパーステイ脱着曲がり直し
バッテリー,バッテリー,true,4,バッテリー上側踊場縞鋼板脱着曲がり直し
張り,張り,true,4,左ドアー内張り脱着
アウターハンドル,アウターハンドル,true,4,アウターハンドル脱着
補修,補修,true,4,補修塗装
他付替え,他付替え,true,4,他付替え
ミリリベット,ミリリベット,true,4,幌骨差込口脱着6ミリリベット打替え
ドアスイッチ,ドアスイッチ,true,4,ドアースイッチ脱着
戸当たりゴム,戸当たりゴム,true,4,左右戸当たりゴム取付加工
部分引出し,部分引出し,true,4,右コーナーパネル取替取付部分引出し修正
コボレーン,コボレーン,true,4,コボレーン前側枠骨折損部ステンリブ入れ溶接
エキゾーストパイプ,エキゾーストパイプ,true,4,エキゾーストパイプ前側腐食切断パチ当て加工溶接
位置替え,位置替え,true,4,カーテンレール脱着切断位置替え溶接
ナンバーボルト,ナンバーボルト,true,4,前後ナンバーボルト脱着タップ掛け
ギヤボックス,ギヤボックス,true,4,ギヤボックス切断脱着溶接
ケーブル,ケーブル,true,4,ケーブル脱着
ろ泥除けゴム,ろ泥除けゴム,true,4,左後ろ泥除けゴム溶接
ブッシュゴム,ブッシュゴム,true,4,ブッシュゴム脱着追加加工
スケットアーム,スケットアーム,true,4,右スケットアーム脱着分解鈑金加工
リヤ鋼板表裏亀裂カット,リヤ鋼板表裏亀裂カット,true,4,リヤ鋼板表裏亀裂カット溶接16カ所
中間ホース,中間ホース,true,4,中間ホース取替
メッキ,メッキ,true,4,メッキフロントバンパー付替
リブ入れ,リブ入れ,true,4,折損ステー取付リブ入れ溶接
バックプレート,バックプレート,true,4,バックプレート脱着
泥除けゴム 枚,泥除けゴム 枚,true,4,左右泥除けゴム2枚取替
ステー製作,ステー製作,true,4,左後ろサイドガードステー折損部落下防止ステー製作応急取付加工
黒,黒,true,4,黒・青塗装
プラットホームゴム,プラットホームゴム,true,4,右センタープラットホームゴム取替
中板,中板,true,4,左右ウィングドアー前後中板脱着
ミラーステー,ミラーステー,true,4,右ミラーステー調整
燃料抜き入れ,燃料抜き入れ,true,4,燃料抜き入れ取付
ニップル,ニップル,true,4,左右オートグリスホース4本脱着ニップル固定板製作取付2枚
竹箒入れ制作,竹箒入れ制作,true,4,竹箒入れ制作取付溶接
全面タップ掛け,全面タップ掛け,true,4,全面タップ掛け
スプラッシュシールゴム,スプラッシュシールゴム,true,4,スプラッシュシールゴム取替
レール,レール,true,4,床板センターレール切断脱着曲がり直し溶接
車高灯,車高灯,true,4,右前車高灯取替
社,社,true,4,社外品燃料タンク脱着
ジャンパーホース,ジャンパーホース,true,4,ジャンパーホース2本取替
ホイール,ホイール,true,4,ホイール塗装
メッキカバー,メッキカバー,true,4,メッキカバー取替
ハーネス,ハーネス,true,4,ハーネス脱着
支柱,支柱,true,4,支柱折損修正溶接
ウィング枠骨,ウィング枠骨,true,4,右ウィング枠骨下側切断切替加工溶接
ウィンドシールドロアパネル,ウィンドシールドロアパネル,true,4,ウィンドシールドロアパネル修正錆
キャップ,キャップ,true,4,キャップ取替
ガイド,ガイド,true,4,ガイド曲がり直し
入替,入替,true,4,ボデー前フェンダー左右入替
ボルト折れ込み取り換え,ボルト折れ込み取り換え,true,4,ボルト折れ込み取り換え加工
クロスメンバー亀裂,クロスメンバー亀裂,true,4,クロスメンバー亀裂切断
アウトリガー突っ張り棒製作,アウトリガー突っ張り棒製作,true,4,アウトリガー突っ張り棒製作取替
エンジン折れ込みボルト,エンジン折れ込みボルト,true,4,エンジン折れ込みボルト修理
部品組み換え,部品組み換え,true,4,部品組み換え
ツイストロック分解,ツイストロック分解,true,4,左ツイストロック分解曲がり直し
ろ,ろ,true,4,後ろ2個交換
カプラースイッチ,カプラースイッチ,true,4,カプラースイッチ加工
UDPC,UDPC,true,4,UDPC取付ボルト折れ込み修理
付け替え,付け替え,true,3,右ウイング枠骨ステー腐食部分切断付け替え溶接
枠,枠,true,3,枠曲がり直し
ろサイドガード,ろサイドガード,true,3,右後ろサイドガード溶接
リヤナンバーボルト折れ込み,リヤナンバーボルト折れ込み,true,3,リヤナンバーボルト折れ込み取外し取替
リッドグリル,リッドグリル,true,3,フロントリッドグリル脱着グロメット取替貼付
グロメット,グロメット,true,3,フロントリッドグリル脱着グロメット取替貼付
アッパーステップ,アッパーステップ,true,3,左アッパーステップ修正
ろ煽りドアキャッチ,ろ煽りドアキャッチ,true,3,左右後ろ煽りドアキャッチ取替
マフラーカバーボルト折れ込み,マフラーカバーボルト折れ込み,true,3,DPFマフラーカバーボルト折れ込み取外し加工2本
カーテンレール,カーテンレール,true,3,左カーテンレール脱着
シートベルト,シートベルト,true,3,シートベルト脱着
パネル引出し,パネル引出し,true,3,パネル引出し鈑金
クリップ,クリップ,true,3,フロントリッドグリル脱着クリップ取替
ステー制作,ステー制作,true,3,左ステー制作取付
引出し,引出し,true,3,右キャッチ脱着引出し修正
バンパーステップ,バンパーステップ,true,3,左バンパーステップ取替
ダッシュ,ダッシュ,true,3,ダッシュフロントメンバー鈑金
メンバー,メンバー,true,3,ダッシュフロントメンバー鈑金
キャブ,キャブ,true,3,キャブ脱着捻じれ直し
ドアパネル,ドアパネル,true,3,右ドアーパネル取替
ドアバイザー,ドアバイザー,true,3,右ドアバイザー取替
リフレクターブラケット,リフレクターブラケット,true,3,リフレクターブラケット脱着修正
カーテン,カーテン,true,3,ボデーリアカーテン脱着
ガゼットボルト,ガゼットボルト,true,3,ガゼットボルト取付
スケットスプリング,スケットスプリング,true,3,左右スケットスプリング脱着調整
ろスケットアーム,ろスケットアーム,true,3,右後ろスケットアーム取替加工
両面テープ,両面テープ,true,3,左サイドガードステン化粧板脱着両面テープ貼り付け
ガーニッシュ,ガーニッシュ,true,3,ガーニッシュ鈑金
泥除けゴム付替え,泥除けゴム付替え,true,3,泥除けゴム付替え加工
インナーバンパー付替,インナーバンパー付替,true,3,インナーバンパー付替
mmボルト,mmボルト,true,3,エンジンリアカバー脱着8mmボルト2本取替
床鉄板,床鉄板,true,3,床鉄板取付加工
メッキフィニッシャー,メッキフィニッシャー,true,3,右メッキフィニッシャー取替
ステー 部,ステー 部,true,3,ステー折損部修正取付溶接
側破損部分,側破損部分,true,3,床板前側破損部分張替加工
荷台,荷台,true,3,荷台上段レール修正溶接仕上げ
インターロックスイッチ,インターロックスイッチ,true,3,インターロックスイッチ脱着スイッチレバー延長加工
雨漏れ,雨漏れ,true,3,雨漏れ点検
補強プレート,補強プレート,true,3,ブラケット脱着折損部修正補強プレート取付溶接
サイドガード Aパイプ,サイドガード Aパイプ,true,3,右サイドガード15Aパイプ1本取付溶接
フレーム亀裂,フレーム亀裂,true,3,フレーム亀裂溶接4ヶ所
ろシリンダー,ろシリンダー,true,3,右後ろシリンダー点検
ドアストライカー,ドアストライカー,true,3,右ドアーストライカー取付ナット修理
横根太,横根太,true,3,横根太修正
コネクター,コネクター,true,3,エアホース・コネクター・配線・マーカーランプ・フラッシャーランプ脱着
出張,出張,true,3,出張
バックカメラ,バックカメラ,true,3,バックカメラ中央移設加工
反射板プレート制作,反射板プレート制作,true,3,左右反射板プレート制作取付加工
リヤステップバンパーASSY,リヤステップバンパーASSY,true,3,リヤステップバンパーASSY取替
アルミ,アルミ,true,3,アルミセンターカバー脱着鈑金塗装
ろ側,ろ側,true,3,左右フレーム後ろ側修正
補強材製作,補強材製作,true,3,右後ろ煽りドア破損部分修正補強材製作取付加工
ドライバーシート肘掛け,ドライバーシート肘掛け,true,3,ドライバーシート肘掛け取替
プラットホーム縞板,プラットホーム縞板,true,3,プラットホーム縞板脱着
マウントブリッジ,マウントブリッジ,true,3,マウントブリッジ脱着
側 部分,側 部分,true,3,右ジャバラパイプ下側腐食部分溶接
穴掘り付替え,穴掘り付替え,true,3,穴掘り付替え加工
アンダーステー,アンダーステー,true,3,アンダーステー脱着
燃料抜き,燃料抜き,true,3,燃料抜き
サスペンション,サスペンション,true,3,サスペンション点検
排水口鉄格子,排水口鉄格子,true,3,ボデー左右排水口鉄格子切断取外し
格子蓋制作,格子蓋制作,true,3,格子蓋制作取付溶接2ヵ所
ステン枠,ステン枠,true,3,左ステン枠研磨仕上げ
突っ張り棒,突っ張り棒,true,3,突っ張り棒脱着曲がり直し鈑金
中板 枚,中板 枚,true,3,ウィング右中板2枚脱着
枠骨ボルト,枠骨ボルト,true,3,左踊場脱着異音点検枠骨ボルト取替加工
蝶番グリスアップ,蝶番グリスアップ,true,3,蝶番グリスアップ脱着
踊場縞鋼板,踊場縞鋼板,true,3,左踊場縞鋼板脱着
ラテラルロッド,ラテラルロッド,true,3,ラテラルロッド取替
バンパー全面,バンパー全面,true,3,フロントバンパー全面取替
コーナーキャスティング,コーナーキャスティング,true,3,左ウィング前コーナーキャスティング取替
観音扉コンパネ入れ,観音扉コンパネ入れ,true,3,左観音扉コンパネ入れ修正リベット打ち替え加工
床面,床面,true,3,床面左アングル枠ボルト止め加工
コーナーガード,コーナーガード,true,3,コーナーガード加工
フェンダーマッドガード,フェンダーマッドガード,true,3,左フロントフェンダーマッドガード取替
持込スケット,持込スケット,true,3,左前持込スケット取替加工
ろ開閉補助装置,ろ開閉補助装置,true,3,左右煽りドア後ろ開閉補助装置取替
ミリボルトASSY セット,ミリボルトASSY セット,true,3,14ミリボルトASSY3セット
吊り,吊り,true,3,吊り下げハンガー修正
スプリングシート 所,スプリングシート 所,true,3,スプリングシート4箇所前後亀裂点検カット溶接
ぺタックス メートル,ぺタックス メートル,true,3,ぺタックス2メートル
ろステー 部,ろステー 部,true,3,左サイドガード後ろステー折損部修正取付溶接
サイドブレーキハンドル,サイドブレーキハンドル,true,3,サイドブレーキハンドル脱着
煽りドア開閉補助装置持ち込み品,煽りドア開閉補助装置持ち込み品,true,3,右前煽りドア開閉補助装置持ち込み品取替加工
ストッパー,ストッパー,true,3,ストッパー取替
スタンションホール,スタンションホール,true,3,ボデー左右スタンションホール修正取付溶接10ヶ所
部品付替え,部品付替え,true,3,部品付替え
