name,sort_order,reading
側,1,がわ
部,2,ぶ
上,3,うえ
下,4,した
左,5,ひだり
右,6,みぎ
内,7,うち
外,8,そと
表,9,おもて
裏,10,うら
フロント,11,ふろんと
リア,12,りあ
前,13,まえ
後,14,うしろ
運転席,15,うんてんせき
助手席,16,じょしゅせき
中央,17,ちゅうおう
中間,18,ちゅうかん
間,19,あいだ
周り,20,まわり
コーナー,21,こーなー
サイド,22,さいど
横,23,よこ
角,24,かど
取付部,25,とりつけぶ
穴,26,あな
荷台,27,にだい
センター,28,せんたー
