name,name_norm,basic_part,count,example
インナーステー,インナーステー,ステー,1,"インナーステー脱着ボルト折れ込み取り換え修理"
アンダーミラーサイドステー,アンダーミラーサイドステー,ステー,1,"アンダーミラーサイドステー脱着修正"
コンパネ立てステー,コンパネ立てステー,ステー,1,"コンパネ立てステー穴掘り付替え修理"
パイプステー,パイプステー,ステー,1,"パイプステー交換"
左ステンサイドガードステー,左ステンサイドガードステー,ステー,1,"左ステンサイドガードステー折損修正溶接"
踊場枠骨ステー,踊場枠骨ステー,ステー,1,"踊場枠骨ステー脱着折損修正溶接"
エアタンクステー,エアタンクステー,ステー,1,"エアタンクステー取り付け部L曲げ鋼材製作取付溶接"
ロアステー,ロアステー,ステー,1,"ロアステー取替"
腐食突っ張りステー,腐食突っ張りステー,ステー,1,"腐食突っ張りステー1本製作取替加工溶接"
枠骨ステー,枠骨ステー,ステー,1,"枠骨ステー脱着穴埋め溶接ボルト穴製作加工"
中央ステー,中央ステー,ステー,1,"中央ステーボルト折れ込み修理"
架台ステー,架台ステー,ステー,1,"架台ステー曲がり直し"
右後ろ作業灯ステー,右後ろ作業灯ステー,ステー,1,"右後ろ作業灯ステー脱着"
ステー折損修理,ステー折損修理,ステー,1,"右サイドガードステー折損修理"
パイプ,パイプ,パイプ,158,"ヒーターパイプ応急溶接"
テールパイプ,テールパイプ,パイプ,23,"テールパイプ取替"
ジャバラパイプ,ジャバラパイプ,パイプ,14,"ジャバラパイプ脱着"
エキゾーストパイプ,エキゾーストパイプ,パイプ,4,"エキゾーストパイプ前側腐食切断パチ当て加工溶接"
サイドガードコーナーパイプ,サイドガードコーナーパイプ,パイプ,3,"サイドガードコーナーパイプ1本製作切替溶接"
パイプ交換,パイプ交換,パイプ,3,"テールパイプ交換"
ヒーターパイプ,ヒーターパイプ,パイプ,2,"ヒーターパイプ応急溶接"
折損パイプ,折損パイプ,パイプ,2,"折損パイプ取付溶接"
左ジャバラパイプ,左ジャバラパイプ,パイプ,2,"左ジャバラパイプガード脱着"
左サイドガードパイプ,左サイドガードパイプ,パイプ,2,"左サイドガードパイプ腐食部分切替加工溶接"
左幌骨パイプ,左幌骨パイプ,パイプ,2,"左幌骨パイプ腐食部分切断切替加工溶接"
通しパイプ,通しパイプ,パイプ,2,"通しパイプ切替鈑金"
パイプ切替鈑金,パイプ切替鈑金,パイプ,2,"通しパイプ切替鈑金"
チャージパイプ,チャージパイプ,パイプ,2,"チャージパイプ交換"
パイプカバー,パイプカバー,パイプ,2,"ジャバラパイプカバー"
フレキシブルパイプ,フレキシブルパイプ,パイプ,1,"フレキシブルパイプ取替"
サイドガードマフラーパイプ,サイドガードマフラーパイプ,パイプ,1,"右サイドガードマフラーパイプガード枠鈑金"
パイプガード枠鈑金,パイプガード枠鈑金,パイプ,1,"右サイドガードマフラーパイプガード枠鈑金"
支柱パイプ,支柱パイプ,パイプ,1,"支柱パイプ曲がり直し鈑金"
パイプ異音点検,パイプ異音点検,パイプ,1,"テールパイプ異音点検"
下側腐食部分パイプ,下側腐食部分パイプ,パイプ,1,"ジャバラパイプ下側腐食部分パイプ切替加工溶接"
パイプ曲がり直し,パイプ曲がり直し,パイプ,1,"パイプ曲がり直し"
パイプ差込ステンブラケ,パイプ差込ステンブラケ,パイプ,1,"リヤシート掛けパイプ差込ステンブラケット２個製作穴掘りボルト止め加工"
マフラーパイプ,マフラーパイプ,パイプ,1,"マフラーパイプカバー脱着"
エキブレパイプ,エキブレパイプ,パイプ,1,"エキブレパイプ脱着腐食ボルト切断取替"
右ジャバラパイプ,右ジャバラパイプ,パイプ,1,"右ジャバラパイプ下側腐食部分溶接"
左右パイプ,左右パイプ,パイプ,1,"左右パイプサイドガード6本製作取付加工"
幌骨パイプ,幌骨パイプ,パイプ,1,"幌骨パイプ入れリベット打ち替え"
ウォーターパイプ,ウォーターパイプ,パイプ,1,"ウォーターパイプ溶接"
ジョイントパイプ,ジョイントパイプ,パイプ,1,"ジョイントパイプ腐食切断取替加工2個"
左サイドガードステーパイプ,左サイドガードステーパイプ,パイプ,1,"左サイドガードステーパイプ腐食切断切替加工溶接2ヵ所"
ツッパリパイプ,ツッパリパイプ,パイプ,1,"ツッパリパイプ3本折損部修正取付溶接"
テープパイプ,テープパイプ,パイプ,1,"テープパイプ脱着"
冷却水パイプ,冷却水パイプ,パイプ,1,"冷却水パイプ穴埋め溶接"
左サイドガード折損パイプ,左サイドガード折損パイプ,パイプ,1,"左サイドガード折損パイプ切替加工溶接2本"
ロープフックステンパイプ,ロープフックステンパイプ,パイプ,1,"ロープフックステンパイプ取付ステン溶接"
ヶ所パイプ,ヶ所パイプ,パイプ,1,"左サイドガード腐食部分３ヶ所パイプ切替加工溶接"
煽りドア幌骨パイプ,煽りドア幌骨パイプ,パイプ,1,"煽りドア幌骨パイプ入れ2本脱着"
右パイプ,右パイプ,パイプ,1,"右パイプ腐食切替加工溶接"
パイプステー交換,パイプステー交換,パイプ,1,"パイプステー交換"
左右ジャバラパイプ,左右ジャバラパイプ,パイプ,1,"左右ジャバラパイプ取替"
中間パイプ,中間パイプ,パイプ,1,"中間パイプ穴埋め溶接2カ所"
パイプ折損修理,パイプ折損修理,パイプ,1,"アウトリガー左右補強パイプ折損修理"
巻き込み防止パイプ,巻き込み防止パイプ,パイプ,1,"巻き込み防止パイプ1本切替"
突っ張りパイプ,突っ張りパイプ,パイプ,1,"突っ張りパイプ切替"
パイプ切替,パイプ切替,パイプ,1,"突っ張りパイプ切替"
パイプ腐食部分鉄板張り,パイプ腐食部分鉄板張り,パイプ,1,"中間エキゾーストパイプ腐食部分鉄板張り修理"
エアーパイプ,エアーパイプ,パイプ,1,"エアーパイプ1本取替"
パネル,パネル,パネル,139,"サイドパネル引出し修正"
右コーナーパネル,右コーナーパネル,パネル,31,"右コーナーパネル取替取付部分引出し修正"
左コーナーパネル,左コーナーパネル,パネル,27,"左コーナーパネル取替"
コーナーパネル,コーナーパネル,パネル,12,"コーナーパネル脱着"
パネル鈑金,パネル鈑金,パネル,10,"フロアーパネル鈑金"
左ドアパネル,左ドアパネル,パネル,8,"左ドアパネルASSY取替"
パネル交換,パネル交換,パネル,8,"右コーナーパネル交換"
パネル引出し鈑金,パネル引出し鈑金,パネル,6,"パネル引出し鈑金"
ウィンドシールドロアパネル,ウィンドシールドロアパネル,パネル,6,"ウィンドシールドロアパネル修正錆"
フロアーパネル,フロアーパネル,パネル,5,"フロアーパネル鈑金"
パネルASSY交換,パネルASSY交換,パネル,5,"左ドアーパネルASSY交換"
インナーパネル,インナーパネル,パネル,4,"インナーパネル錆止め塗装"
右ドアパネル,右ドアパネル,パネル,4,"右ドアパネルASSY交換"
右ドアーパネル,右ドアーパネル,パネル,3,"右ドアーパネル付替"
左右コーナーパネル,左右コーナーパネル,パネル,3,"左右コーナーパネル取替"
パネル引出し,パネル引出し,パネル,3,"左右サイドインシールパネル引出し"
左サイドパネル,左サイドパネル,パネル,2,"左サイドパネル取替加工"
サイドインナーシールパネル,サイドインナーシールパネル,パネル,2,"右サイドインナーシールパネル応急引出し鈑金"
右ステップパネル,右ステップパネル,パネル,2,"右ステップパネル応急引出し"
パネルカバー取付,パネルカバー取付,パネル,2,"左コーナーパネルカバー取付"
サイドパネル,サイドパネル,パネル,1,"サイドパネル引出し修正"
パネル錆止め塗装,パネル錆止め塗装,パネル,1,"インナーパネル錆止め塗装"
ドアパネル,ドアパネル,パネル,1,"ドアパネル捻じれ直し"
パネル捻じれ直し,パネル捻じれ直し,パネル,1,"ドアパネル捻じれ直し"
パネル付替,パネル付替,パネル,1,"右ドアーパネル付替"
ボデーリヤパネル,ボデーリヤパネル,パネル,1,"ボデーリヤパネル下側腐食部分切替加工溶接"
パネル曲がり直し,パネル曲がり直し,パネル,1,"右コーナーパネル曲がり直し"
左右サイドインシールパネル,左右サイドインシールパネル,パネル,1,"左右サイドインシールパネル引出し"
左右ドアパネル,左右ドアパネル,パネル,1,"左右ドアパネル鈑金"
ロアパネル,ロアパネル,パネル,1,"ロアパネル鈑金"
パネル応急引出し,パネル応急引出し,パネル,1,"右ステップパネル応急引出し"
左ドアーパネル,左ドアーパネル,パネル,1,"左ドアーパネルASSY交換"
ダッシュフロントパネル,ダッシュフロントパネル,パネル,1,"ダッシュフロントパネル切断鈑金"
パネルASSY組替,パネルASSY組替,パネル,1,"右ドアパネルASSY組替"
右インナーシールパネル,右インナーシールパネル,パネル,1,"右インナーシールパネル取替"
パネル組替,パネル組替,パネル,1,"右ドアーパネル組替"
インナーシールサイドパネル,インナーシールサイドパネル,パネル,1,"右インナーシールサイドパネル交換"
コールゲートパネル,コールゲートパネル,パネル,1,"コールゲートパネル応急処置"
パネル応急処置,パネル応急処置,パネル,1,"コールゲートパネル応急処置"
パネルクッションゴム取,パネルクッションゴム取,パネル,1,"1階右フロアー可動パネルクッションゴム取り付け部製作加工"
パネル内側鈑金,パネル内側鈑金,パネル,1,"右ドアパネル内側鈑金"
バンパー,バンパー,バンパー,251,"フロントバンパー右異音点検"
リヤバンパー,リヤバンパー,バンパー,52,"リヤバンパー修正鈑金加工"
インナーバンパー,インナーバンパー,バンパー,47,"インナーバンパー付替"
フロントバンパー,フロントバンパー,バンパー,28,"フロントバンパー右異音点検"
左バンパー,左バンパー,バンパー,21,"左バンパー付替"
バンパー付替,バンパー付替,バンパー,10,"フロントバンパー付替"
バンパー鈑金,バンパー鈑金,バンパー,9,"メッキセンターバンパー鈑金"
バンパー組替,バンパー組替,バンパー,9,"インナーバンパー組替"
右バンパー,右バンパー,バンパー,8,"右バンパーフィニッシャー取替"
サイドバンパー,サイドバンパー,バンパー,8,"サイドバンパー溶接"
バンパー交換,バンパー交換,バンパー,8,"フロントバンパー交換"
リヤステップバンパー,リヤステップバンパー,バンパー,7,"リヤステップバンパーASSY取替"
左サイドバンパー,左サイドバンパー,バンパー,7,"左サイドバンパー折損部15Aパイプ取付加工溶接2本"
左右バンパー,左右バンパー,バンパー,6,"左右バンパーステー脱着曲がり直し"
ステップバンパー,ステップバンパー,バンパー,4,"ステップバンパーボルト取替"
バンパー曲がり直し,バンパー曲がり直し,バンパー,4,"リヤバンパー曲がり直し"
バンパーカバー,バンパーカバー,バンパー,4,"センターバンパーカバー"
右サイドバンパー,右サイドバンパー,バンパー,3,"右サイドバンパー折損部修正補強材取付溶接"
バンパー引出し鈑金,バンパー引出し鈑金,バンパー,3,"インナーバンパー引出し鈑金"
バンパー引出し,バンパー引出し,バンパー,3,"インナーバンパー引出し"
左右コーナーバンパー,左右コーナーバンパー,バンパー,2,"左右コーナーバンパー取替"
左右サイドバンパー,左右サイドバンパー,バンパー,2,"左右サイドバンパー折損補強取り付け溶接2ヶ所"
センターバンパー,センターバンパー,バンパー,2,"センターバンパー曲がり直し"
バンパーステー引出し,バンパーステー引出し,バンパー,2,"バンパーステー引出し"
右前サイドバンパー,右前サイドバンパー,バンパー,2,"右前サイドバンパーステー脱着折損修理"
バンパーASSY交換,バンパーASSY交換,バンパー,2,"バンパーASSY交換"
散水車フロントバンパー,散水車フロントバンパー,バンパー,2,"散水車フロントバンパー前側配管取付加工（部品持ち込み）"
バンパー応急引出し,バンパー応急引出し,バンパー,2,"バンパー応急引出し"
バンパー右異音点検,バンパー右異音点検,バンパー,1,"フロントバンパー右異音点検"
バンパーグリル付替,バンパーグリル付替,バンパー,1,"バンパーグリル付替"
バンパーカバー取付,バンパーカバー取付,バンパー,1,"リヤバンパーカバー取付"
左右リヤバンパー,左右リヤバンパー,バンパー,1,"左右リヤバンパーステーカバー制作取付溶接"
メッキフロントバンパー,メッキフロントバンパー,バンパー,1,"メッキフロントバンパー付替"
フロントインナーバンパー,フロントインナーバンパー,バンパー,1,"フロントインナーバンパー取替一式"
アルミリヤバンパー,アルミリヤバンパー,バンパー,1,"アルミリヤバンパー修正"
メッキセンターバンパー,メッキセンターバンパー,バンパー,1,"メッキセンターバンパー鈑金"
フロントエアダムバンパー,フロントエアダムバンパー,バンパー,1,"フロントエアダムバンパー組み上げ取替"
左側バンパー,左側バンパー,バンパー,1,"左側バンパーフィニッシャー脱着"
フレームバンパー,フレームバンパー,バンパー,1,"フレームバンパー修正"
右リヤバンパー,右リヤバンパー,バンパー,1,"右リヤバンパーステー切断曲がり直し溶接"
バンパーグリル交換,バンパーグリル交換,バンパー,1,"バンパーグリル交換"
バンパー交換一式,バンパー交換一式,バンパー,1,"バンパー交換一式"
バンパー部品組替,バンパー部品組替,バンパー,1,"右バンパー部品組替"
サイドガードコーナーバンパー,サイドガードコーナーバンパー,バンパー,1,"左サイドガードコーナーバンパー3本製作切替加工溶接"
左リヤバンパー,左リヤバンパー,バンパー,1,"左リヤバンパーステイ腐食部分補強取付加工"
バンパー補修,バンパー補修,バンパー,1,"リヤバンパー補修"
アルミバンパー,アルミバンパー,バンパー,1,"アルミバンパーASSY交換"
エンドカバーインナーバンパー,エンドカバーインナーバンパー,バンパー,1,"エンドカバーインナーバンパーステイ取替修正"
バンパー腐食部分,バンパー腐食部分,バンパー,1,"左右サイドバンパー腐食部分３ヶ所補強取付溶接"
バンパーステイ交換,バンパーステイ交換,バンパー,1,"バンパーステイ交換"
バンパー取付,バンパー取付,バンパー,1,"リヤバンパー取付"
可動リヤバンパー,可動リヤバンパー,バンパー,1,"可動リヤバンパーシリンダー応急取付溶接"
バンパー折損鈑金修理,バンパー折損鈑金修理,バンパー,1,"リヤバンパー折損鈑金修理"
フロンバンパー,フロンバンパー,バンパー,1,"フロンバンパー脱着"
ガードバンパー,ガードバンパー,バンパー,1,"ガードバンパーボルトワッシャー4枚製作取付"
フェンダー,フェンダー,フェンダー,142,"左右リアフェンダー脱着"
ロアフェンダー,ロアフェンダー,フェンダー,15,"ロアフェンダー取替取付部分修正"
アッパーフェンダー,アッパーフェンダー,フェンダー,10,"アッパーフェンダー脱着"
左リヤフェンダー,左リヤフェンダー,フェンダー,8,"左リヤフェンダー前側付替"
左右フェンダー,左右フェンダー,フェンダー,8,"左右フェンダープレート取付ボルト増し締め点検"
フェンダー交換,フェンダー交換,フェンダー,8,"ロアフェンダー交換"
左アッパーフェンダー,左アッパーフェンダー,フェンダー,7,"左アッパーフェンダー脱着"
右リヤフェンダー,右リヤフェンダー,フェンダー,7,"右リヤフェンダーブラケット取替"
左フェンダー,左フェンダー,フェンダー,6,"左フェンダーブラケット折損部取付加工溶接"
右アッパーフェンダー,右アッパーフェンダー,フェンダー,4,"右アッパーフェンダー脱着"
左右リヤフェンダー,左右リヤフェンダー,フェンダー,4,"左右リヤフェンダー腐食部分錆落とし補修テープ貼替"
右フェンダー,右フェンダー,フェンダー,4,"右フェンダーカバー傷面取り仕上"
左後ろフェンダー,左後ろフェンダー,フェンダー,3,"左後ろフェンダー脱着リベット打ち替え加工3本ボルト２本取替（リベット"
左リアフェンダー,左リアフェンダー,フェンダー,2,"左リアフェンダーブラケット２本曲がり直し取付フェンダー２枚取替"
右前フェンダー,右前フェンダー,フェンダー,2,"右前フェンダー泥除けゴム取替加工"
左ロアフェンダー,左ロアフェンダー,フェンダー,2,"左ロアフェンダー取替"
リヤフェンダー,リヤフェンダー,フェンダー,2,"左フロント･リヤフェンダー脱着泥除けゴム取替2枚"
左前ステンフェンダー,左前ステンフェンダー,フェンダー,2,"左前ステンフェンダー脱着"
左前フェンダー,左前フェンダー,フェンダー,2,"左前フェンダー分解応急曲がり直し取付（8㎜ステンボルト4セット込み）"
フェンダー前側付替,フェンダー前側付替,フェンダー,2,"左リヤフェンダー前側付替"
左フロントフェンダー,左フロントフェンダー,フェンダー,2,"左フロントフェンダーマッドガード取替"
左右リアフェンダー,左右リアフェンダー,フェンダー,1,"左右リアフェンダー脱着"
フェンダーブラケット,フェンダーブラケット,フェンダー,1,"左リアフェンダーブラケット２本曲がり直し取付フェンダー２枚取替"
左中古リヤフェンダー,左中古リヤフェンダー,フェンダー,1,"左中古リヤフェンダー穴掘り取替加工"
右ステンリヤフェンダー,右ステンリヤフェンダー,フェンダー,1,"右ステンリヤフェンダー2枚取替加工"
右ステンフェンダー,右ステンフェンダー,フェンダー,1,"右ステンフェンダー脱着鈑金"
リヤ左右ステンフェンダー,リヤ左右ステンフェンダー,フェンダー,1,"リヤ左右ステンフェンダー2枚脱着ステンボルト3本取替"
左ステンリヤフェンダー,左ステンリヤフェンダー,フェンダー,1,"左ステンリヤフェンダー取替"
フェンダーカット,フェンダーカット,フェンダー,1,"左フェンダーカット"
フェンダースプラッシュゴム,フェンダースプラッシュゴム,フェンダー,1,"アッパーフェンダースプラッシュゴム脱着貼り付け加工"
ボデー前フェンダー,ボデー前フェンダー,フェンダー,1,"ボデー前フェンダー左右入替"
フェンダー左右入替,フェンダー左右入替,フェンダー,1,"ボデー前フェンダー左右入替"
ボデーリヤフェンダー,ボデーリヤフェンダー,フェンダー,1,"ボデーリヤフェンダー3枚脱着鈑金"
トレーラーフェンダー,トレーラーフェンダー,フェンダー,1,"トレーラーフェンダー左右前ブラケット脱着折損修正溶接"
左右前ステンフェンダー,左右前ステンフェンダー,フェンダー,1,"左右前ステンフェンダー脱着スケット2個調整"
フェンダーカバー交換,フェンダーカバー交換,フェンダー,1,"フェンダーカバー交換"
リヤ左右床枠フェンダー,リヤ左右床枠フェンダー,フェンダー,1,"リヤ左右床枠フェンダー4ヶ所腐食溶接修理"
左ステンフェンダー,左ステンフェンダー,フェンダー,1,"左ステンフェンダー研磨仕上げ"
フェンダー研磨仕上げ,フェンダー研磨仕上げ,フェンダー,1,"左ステンフェンダー研磨仕上げ"
右キャブフェンダー,右キャブフェンダー,フェンダー,1,"右キャブフェンダー回り応急鈑金修理"
右ロアフェンダー,右ロアフェンダー,フェンダー,1,"右ロアフェンダー取替"
ブラケット,ブラケット,ブラケット,262,"左ウイング後ろウイングキャッチブラケット折損部補強リブ取付加工"
ブラケット曲がり直し,ブラケット曲がり直し,ブラケット,14,"アウトリガーブラケット曲がり直し"
リヤナンバーブラケット,リヤナンバーブラケット,ブラケット,10,"リヤナンバーブラケット脱着移設加工"
ナンバーブラケット,ナンバーブラケット,ブラケット,8,"ナンバーブラケット修正"
ブラケット交換,ブラケット交換,ブラケット,8,"煽りドア開閉補助装置アームブラケット交換３ヶ所"
左右ステップブラケット,左右ステップブラケット,ブラケット,6,"左右ステップブラケット脱着修正"
ステップブラケット,ステップブラケット,ブラケット,6,"ステップブラケット脱着修正"
工具箱ブラケット,工具箱ブラケット,ブラケット,4,"工具箱ブラケット腐食ステー2本切断製作取替溶接"
タンクブラケット,タンクブラケット,ブラケット,4,"タンクブラケット応急曲がり直し"
ブラケットカバー,ブラケットカバー,ブラケット,4,"ブラケットカバー"
シートブラケット,シートブラケット,ブラケット,3,"シートブラケット増し締め点検"
リフレクターブラケット,リフレクターブラケット,ブラケット,3,"リフレクターブラケット脱着修正"
テールランプブラケット,テールランプブラケット,ブラケット,3,"テールランプブラケット製作"
ブラケット鈑金修理,ブラケット鈑金修理,ブラケット,3,"リヤバンパー左右ブラケット鈑金修理"
センター泥除けゴムブラケット,センター泥除けゴムブラケット,ブラケット,2,"センター泥除けゴムブラケット取外し取替"
右カプラーガイドブラケット,右カプラーガイドブラケット,ブラケット,2,"右カプラーガイドブラケット脱着切断鈑金溶接"
幌骨差込ブラケット,幌骨差込ブラケット,ブラケット,2,"幌骨差込ブラケット折損パイプ取付溶接"
右ライトブラケット,右ライトブラケット,ブラケット,2,"右ライトブラケット取替"
ブラケット取り外し,ブラケット取り外し,ブラケット,2,"左右観音扉コンパネ入れブラケット取り外し"
延長ブラケット,延長ブラケット,ブラケット,2,"延長ブラケット亀裂カット溶接"
バックカメラブラケット,バックカメラブラケット,ブラケット,2,"バックカメラブラケット制作取付加工"
左ステップブラケット,左ステップブラケット,ブラケット,2,"左ステップブラケット脱着応急曲がり直し"
右ステップブラケット,右ステップブラケット,ブラケット,2,"右ステップブラケット脱着修正"
サイドブレーキブラケット,サイドブレーキブラケット,ブラケット,2,"サイドブレーキブラケット亀裂溶接"
カプラースイッチブラケット,カプラースイッチブラケット,ブラケット,2,"カプラースイッチブラケット取付加工"
ブラケット鈑金,ブラケット鈑金,ブラケット,2,"取付ブラケット鈑金"
アウトリガーブラケット,アウトリガーブラケット,ブラケット,1,"アウトリガーブラケット曲がり直し"
左リアフェンダーブラケット,左リアフェンダーブラケット,ブラケット,1,"左リアフェンダーブラケット２本曲がり直し取付フェンダー２枚取替"
ブラケット増し締め点検,ブラケット増し締め点検,ブラケット,1,"シートブラケット増し締め点検"
左フェンダーブラケット,左フェンダーブラケット,ブラケット,1,"左フェンダーブラケット折損部取付加工溶接"
左右ブラケット,左右ブラケット,ブラケット,1,"左右ブラケット修正"
ステンテールランプブラケット,ステンテールランプブラケット,ブラケット,1,"ステンテールランプブラケット応急曲がり直し"
スケット補強ブラケット,スケット補強ブラケット,ブラケット,1,"スケット補強ブラケット4枚脱着"
右工具箱ブラケット,右工具箱ブラケット,ブラケット,1,"右工具箱ブラケットステー腐食部分製作切替溶接1本"
ブラケットボルト取外し,ブラケットボルト取外し,ブラケット,1,"ボデー内レールブラケットボルト取外し"
蝶番ブラケット,蝶番ブラケット,ブラケット,1,"蝶番ブラケット取替加工4本"
左右前補強ブラケット,左右前補強ブラケット,ブラケット,1,"左右前補強ブラケット亀裂溶接"
掛けパイプ差込ステンブラケット,掛けパイプ差込ステンブラケット,ブラケット,1,"リヤシート掛けパイプ差込ステンブラケット２個製作穴掘りボルト止め加工"
ブラケットクッションゴム貼,ブラケットクッションゴム貼,ブラケット,1,"タンクブラケットクッションゴム貼替接着脱着"
右ブラケット,右ブラケット,ブラケット,1,"右ブラケット補強材製作取付溶接"
ブラケット塗装,ブラケット塗装,ブラケット,1,"リフレクターブラケット塗装"
ボデー滑車ブラケット,ボデー滑車ブラケット,ブラケット,1,"ボデー滑車ブラケット左側上下2ヵ所コーナーカット仕上げ"
反射板ブラケット,反射板ブラケット,ブラケット,1,"反射板ブラケット脱着鈑金塗装"
ブラケット取外し,ブラケット取外し,ブラケット,1,"ブラケット取外し"
ステンブラケット,ステンブラケット,ブラケット,1,"ステンブラケット切断鈑金ステン溶接"
ブラケット取付,ブラケット取付,ブラケット,1,"観音扉右側コンパネラックブラケット取付"
前側キャッチブラケット,前側キャッチブラケット,ブラケット,1,"前側キャッチブラケット切断鈑金リブ制作溶接"
後ろキャッチブラケット,後ろキャッチブラケット,ブラケット,1,"後ろキャッチブラケット曲がり直し"
アンダーブラケット,アンダーブラケット,ブラケット,1,"アンダーブラケット脱着"
マーカーブラケット,マーカーブラケット,ブラケット,1,"マーカーブラケット取付加工"
左右サイドラバーブラケット,左右サイドラバーブラケット,ブラケット,1,"左右サイドラバーブラケット脱着"
押えブラケット,押えブラケット,ブラケット,1,"押えブラケット脱着"
ブラケット折損応急修理,ブラケット折損応急修理,ブラケット,1,"リヤナンバーブラケット折損応急修理"
社外品タンクブラケット,社外品タンクブラケット,ブラケット,1,"社外品タンクブラケット2本補強取付"
スプリングブラケット,スプリングブラケット,ブラケット,1,"スプリングブラケット亀裂溶接"
プラットホーム取付ブラケット,プラットホーム取付ブラケット,ブラケット,1,"プラットホーム取付ブラケットボルト折損修理"
テールパイプブラケット,テールパイプブラケット,ブラケット,1,"テールパイプブラケット取替"
ライセンスブラケット,ライセンスブラケット,ブラケット,1,"ライセンスブラケット折損部修正"
煽りドアキャッチ受けブラケット,煽りドアキャッチ受けブラケット,ブラケット,1,"煽りドアキャッチ受けブラケット切断加工調整"
バッテリーブラケット,バッテリーブラケット,ブラケット,1,"バッテリーブラケット建込溶接修理"
スペアタイヤブラケット,スペアタイヤブラケット,ブラケット,1,"スペアタイヤブラケット脱着"
ガイドブラケット,ガイドブラケット,ブラケット,1,"ガイドブラケット脱着鈑金"
左ミラーロアブラケット,左ミラーロアブラケット,ブラケット,1,"左ミラーロアブラケット取り付け部分建て込み修理"
センサー及びブラケット,センサー及びブラケット,ブラケット,1,"センサー及びブラケット脱着"
ブラケット修理,ブラケット修理,ブラケット,1,"架台下段インターロックストッパーブラケット修理"
タイヤ灯ブラケット,タイヤ灯ブラケット,ブラケット,1,"タイヤ灯ブラケット脱着折損補強取付溶接"
コネクターブラケット,コネクターブラケット,ブラケット,1,"コネクターブラケット製作取付"
工具箱分解ブラケット,工具箱分解ブラケット,ブラケット,1,"工具箱分解ブラケット取り付け"
ブラケット取り付け,ブラケット取り付け,ブラケット,1,"工具箱分解ブラケット取り付け"
工具棚ブラケット,工具棚ブラケット,ブラケット,1,"工具棚ブラケット台車設計製作塗装一式"
ホイストブラケット,ホイストブラケット,ブラケット,1,"ホイストブラケット切断脱着溶接"
エアタンクブラケット,エアタンクブラケット,ブラケット,1,"エアタンクブラケット加工"
左フロントステイブラケット,左フロントステイブラケット,ブラケット,1,"左フロントステイブラケット脱着切替加工"
左車高灯ブラケット,左車高灯ブラケット,ブラケット,1,"左車高灯ブラケット取り換え加工"
車高灯左ブラケット,車高灯左ブラケット,ブラケット,1,"車高灯左ブラケット取替加工"
左右ハンガーブラケット,左右ハンガーブラケット,ブラケット,1,"左右ハンガーブラケット腐食4ヶ所曲げ鋼材製作溶接鈑金修理"
観音扉キーブラケット,観音扉キーブラケット,ブラケット,1,"観音扉キーブラケット交換"
オイルタンクブラケット,オイルタンクブラケット,ブラケット,1,"オイルタンクブラケット修正ボルト折れ込み修理"
ローラーブラケット,ローラーブラケット,ブラケット,1,"ローラーブラケット補強取付ステン溶接"
ブラケット補強取付ステン溶,ブラケット補強取付ステン溶,ブラケット,1,"ローラーブラケット補強取付ステン溶接"
取付ブラケット,取付ブラケット,ブラケット,1,"取付ブラケット鈑金"
ブラケット点検増し締め,ブラケット点検増し締め,ブラケット,1,"サスペンションブラケット点検増し締め"
左ブラケット,左ブラケット,ブラケット,1,"左ブラケット修正亀裂溶接"
カプラースイッチ取付ブラケット,カプラースイッチ取付ブラケット,ブラケット,1,"カプラースイッチ取付ブラケット加工"
駐車ブレーキブラケット,駐車ブレーキブラケット,ブラケット,1,"駐車ブレーキブラケット亀裂2ヵ所カット溶接"
プレート,プレート,プレート,62,"スカッフプレート脱着"
スカッフプレート,スカッフプレート,プレート,10,"スカッフプレート脱着"
ナンバープレート,ナンバープレート,プレート,8,"ナンバープレート封印取外し"
右スカッフプレート,右スカッフプレート,プレート,4,"右スカッフプレート脱着ウェザーストリップ修正"
バックプレート,バックプレート,プレート,3,"バックプレート脱着"
センター泥除けプレート,センター泥除けプレート,プレート,3,"センター泥除けプレート脱着切断加工"
左右反射板プレート,左右反射板プレート,プレート,3,"左右反射板プレート制作取付加工"
補強プレート,補強プレート,プレート,2,"補強プレート穴掘り加工取替"
左スカッフプレート,左スカッフプレート,プレート,2,"左スカッフプレート脱着"
アームプレート,アームプレート,プレート,2,"アームプレート取付穴掘りリベット止め加工（10ミリボルト3セット"
プレート交換,プレート交換,プレート,2,"ウィングキャッチプレート交換"
左右泥除けプレート,左右泥除けプレート,プレート,1,"左右泥除けプレート亀裂溶接"
プレート封印取外し,プレート封印取外し,プレート,1,"ナンバープレート封印取外し"
左右ロックプレート,左右ロックプレート,プレート,1,"左右ロックプレートボルト取替"
左右バックプレート,左右バックプレート,プレート,1,"左右バックプレートボルト折れ込み取外し加工12本"
サイドガード足載せプレート,サイドガード足載せプレート,プレート,1,"サイドガード足載せプレート左右鈑金修理"
プレート左右鈑金修理,プレート左右鈑金修理,プレート,1,"サイドガード足載せプレート左右鈑金修理"
左ナンバープレート,左ナンバープレート,プレート,1,"左ナンバープレートステイ修正折損溶接"
レバープレート,レバープレート,プレート,1,"レバープレート製作取付加工"
プレートステイ交換,プレートステイ交換,プレート,1,"ナンバープレートステイ交換"
左泥除けプレート,左泥除けプレート,プレート,1,"左泥除けプレート亀裂溶接"
