id,invoice_id,line_no,sub_no,raw_label_part,action,target,unit_price,quantity,amount,is_cancelled,confidence_score,extraction_method,notes,created_at,updated_at,record_type,raw_label_full,set_name,other,is_latest
349,21121363-1,2,2,取付部分修正,修正・取付,,,1,,false,0.90,自動変換,,,,set_child,左アッパーフェンダー取替、取付部分修正,左アッパーフェンダー取替修正 他（2点）,,true
350,21121363-1,3,0,左ステップウォール脱着 他（4点）,脱着,,8000,1,8000,false,0.90,自動変換,,,,set_parent,左ステップウォール、ステップライト取替、アッパーステップ脱着、ステー脱着曲がり直し,左ステップウォール脱着 他（4点）,,true
351,21121363-1,3,1,左ステップウォール脱着,脱着,,,1,,false,0.90,自動変換,,,,set_child,左ステップウォール、ステップライト取替、アッパーステップ脱着、ステー脱着曲がり直し,左ステップウォール脱着 他（4点）,,true
352,21121363-1,3,2,ステップライト取替,取替,,,1,,false,0.90,自動変換,,,,set_child,左ステップウォール、ステップライト取替、アッパーステップ脱着、ステー脱着曲がり直し,左ステップウォール脱着 他（4点）,,true
353,21121363-1,3,3,アッパーステップ脱着,脱着,アッパーステップ,,1,,false,0.90,自動変換,,,,set_child,左ステップウォール、ステップライト取替、アッパーステップ脱着、ステー脱着曲がり直し,左ステップウォール脱着 他（4点）,,true
354,21121363-1,3,4,ステー脱着曲がり直し,曲がり直し・脱着,ステー,,1,,false,0.90,自動変換,,,,set_child,左ステップウォール、ステップライト取替、アッパーステップ脱着、ステー脱着曲がり直し,左ステップウォール脱着 他（4点）,,true
355,21121363-1,4,1,観音扉シャフト応急曲がり直し溶接,曲がり直し・溶接,,8000,1,8000,false,0.90,自動変換,,,,individual,観音扉シャフト応急曲がり直し溶接,,,true
356,21121364-1,1,0,リヤバンパーカバー取付取替 他（2点）,取替,,3000,1,3000,false,0.90,自動変換,,,,set_parent,リヤバンパーカバー取付、フロントリッドグリル脱着クリップ取替,リヤバンパーカバー取付取替 他（2点）,,true
357,21121364-1,1,1,リヤバンパーカバー取付,カバー・取付,,,1,,false,0.90,自動変換,,,,set_child,リヤバンパーカバー取付、フロントリッドグリル脱着クリップ取替,リヤバンパーカバー取付取替 他（2点）,,true
358,21121364-1,1,2,フロントリッドグリル脱着クリップ取替,取替・脱着,,,1,,false,0.90,自動変換,,,,set_child,リヤバンパーカバー取付、フロントリッドグリル脱着クリップ取替,リヤバンパーカバー取付取替 他（2点）,,true
359,21121365-1,1,0,左右戸当たりゴム取付加工脱着 他（2点）,脱着,,6000,1,6000,false,0.90,自動変換,,,,set_parent,左右戸当たりゴム取付加工、ウイングスイッチ脱着,左右戸当たりゴム取付加工脱着 他（2点）,,true
360,21121365-1,1,1,左右戸当たりゴム取付加工,加工・取付,,,1,,false,0.90,自動変換,,,,set_child,左右戸当たりゴム取付加工、ウイングスイッチ脱着,左右戸当たりゴム取付加工脱着 他（2点）,,true
361,21121365-1,1,2,ウイングスイッチ脱着,脱着,,,1,,false,0.90,自動変換,,,,set_child,左右戸当たりゴム取付加工、ウイングスイッチ脱着,左右戸当たりゴム取付加工脱着 他（2点）,,true
362,22011366-1,1,0,燃料タンク脱着バンド取替 他（2点）,,,7500,1,7500,false,0.90,自動変換,,,,set_parent,燃料タンク脱着バンド取替、部品込み,燃料タンク脱着バンド取替 他（2点）,,true
363,22011366-1,1,1,燃料タンク脱着バンド取替,取替・脱着,燃料タンク,,1,,false,0.90,自動変換,,,,set_child,燃料タンク脱着バンド取替、部品込み,燃料タンク脱着バンド取替 他（2点）,,true
364,22011366-1,1,2,部品込み,,,,1,,false,0.90,自動変換,,,,set_child,燃料タンク脱着バンド取替、部品込み,燃料タンク脱着バンド取替 他（2点）,,true
365,22011367-1,1,0,センター泥除けゴムブラケット取外し取替 他（5点）,取替,,18000,1,18000,false,0.90,自動変換,,,,set_parent,センター泥除けゴムブラケット取外し、リヤバンパーステーボルト切断、左右バンパーステー取替、リヤバンパー取替調整加工、フレーム清掃,センター泥除けゴムブラケット取外し取替 他（5点）,,true
366,22011367-1,1,1,センター泥除けゴムブラケット取外し取替,取替,ブラケット,,1,,false,0.90,自動変換,,,,set_child,センター泥除けゴムブラケット取外し、リヤバンパーステーボルト切断、左右バンパーステー取替、リヤバンパー取替調整加工、フレーム清掃,センター泥除けゴムブラケット取外し取替 他（5点）,,true
367,22011367-1,1,2,リヤバンパーステーボルト切断,切断,ステー,,1,,false,0.90,自動変換,,,,set_child,センター泥除けゴムブラケット取外し、リヤバンパーステーボルト切断、左右バンパーステー取替、リヤバンパー取替調整加工、フレーム清掃,センター泥除けゴムブラケット取外し取替 他（5点）,,true
368,22011367-1,1,3,左右バンパーステー取替,取替,ステー,,1,,false,0.90,自動変換,,,,set_child,センター泥除けゴムブラケット取外し、リヤバンパーステーボルト切断、左右バンパーステー取替、リヤバンパー取替調整加工、フレーム清掃,センター泥除けゴムブラケット取外し取替 他（5点）,,true
369,22011367-1,1,4,リヤバンパー取替調整加工,加工・取替・調整,,,1,,false,0.90,自動変換,,,,set_child,センター泥除けゴムブラケット取外し、リヤバンパーステーボルト切断、左右バンパーステー取替、リヤバンパー取替調整加工、フレーム清掃,センター泥除けゴムブラケット取外し取替 他（5点）,,true
370,22011367-1,1,5,フレーム清掃,清掃,,,1,,false,0.90,自動変換,,,,set_child,センター泥除けゴムブラケット取外し、リヤバンパーステーボルト切断、左右バンパーステー取替、リヤバンパー取替調整加工、フレーム清掃,センター泥除けゴムブラケット取外し取替 他（5点）,,true
371,22011367-1,2,0,左右バックランプ付替え加工 他（3点）,加工,,8000,1,8000,false,0.90,自動変換,,,,set_parent,左右バックランプ付替え、左ステー制作取付、右ステー穴掘り加工,左右バックランプ付替え加工 他（3点）,,true
372,22011367-1,2,1,左右バックランプ付替え,付替,,,1,,false,0.90,自動変換,,,,set_child,左右バックランプ付替え、左ステー制作取付、右ステー穴掘り加工,左右バックランプ付替え加工 他（3点）,,true
373,22011367-1,2,2,左ステー制作取付,取付,ステー,,1,,false,0.90,自動変換,,,,set_child,左右バックランプ付替え、左ステー制作取付、右ステー穴掘り加工,左右バックランプ付替え加工 他（3点）,,true
374,22011367-1,2,3,右ステー穴掘り加工,加工,ステー,,1,,false,0.90,自動変換,,,,set_child,左右バックランプ付替え、左ステー制作取付、右ステー穴掘り加工,左右バックランプ付替え加工 他（3点）,,true
375,22011367-2,1,0,センター泥除けゴムブラケット取外し取替 他（5点）,取替,,18000,1,18000,false,0.90,自動変換,,,,set_parent,センター泥除けゴムブラケット取外し、リヤバンパーステーボルト切断、左右バンパーステー取替、リヤバンパー取替調整加工、フレーム清掃,センター泥除けゴムブラケット取外し取替 他（5点）,,true
376,22011367-2,1,1,センター泥除けゴムブラケット取外し取替,取替,ブラケット,,1,,false,0.90,自動変換,,,,set_child,センター泥除けゴムブラケット取外し、リヤバンパーステーボルト切断、左右バンパーステー取替、リヤバンパー取替調整加工、フレーム清掃,センター泥除けゴムブラケット取外し取替 他（5点）,,true
377,22011367-2,1,2,リヤバンパーステーボルト切断,切断,ステー,,1,,false,0.90,自動変換,,,,set_child,センター泥除けゴムブラケット取外し、リヤバンパーステーボルト切断、左右バンパーステー取替、リヤバンパー取替調整加工、フレーム清掃,センター泥除けゴムブラケット取外し取替 他（5点）,,true
378,22011367-2,1,3,左右バンパーステー取替,取替,ステー,,1,,false,0.90,自動変換,,,,set_child,センター泥除けゴムブラケット取外し、リヤバンパーステーボルト切断、左右バンパーステー取替、リヤバンパー取替調整加工、フレーム清掃,センター泥除けゴムブラケット取外し取替 他（5点）,,true
379,22011367-2,1,4,リヤバンパー取替調整加工,加工・取替・調整,,,1,,false,0.90,自動変換,,,,set_child,センター泥除けゴムブラケット取外し、リヤバンパーステーボルト切断、左右バンパーステー取替、リヤバンパー取替調整加工、フレーム清掃,センター泥除けゴムブラケット取外し取替 他（5点）,,true
380,22011367-2,1,5,フレーム清掃,清掃,,,1,,false,0.90,自動変換,,,,set_child,センター泥除けゴムブラケット取外し、リヤバンパーステーボルト切断、左右バンパーステー取替、リヤバンパー取替調整加工、フレーム清掃,センター泥除けゴムブラケット取外し取替 他（5点）,,true
381,22011367-2,2,0,左右バックランプ付替え加工 他（3点）,加工,,8000,1,8000,false,0.90,自動変換,,,,set_parent,左右バックランプ付替え、左ステー制作取付、右ステー穴掘り加工,左右バックランプ付替え加工 他（3点）,,true
382,22011367-2,2,1,左右バックランプ付替え,付替,,,1,,false,0.90,自動変換,,,,set_child,左右バックランプ付替え、左ステー制作取付、右ステー穴掘り加工,左右バックランプ付替え加工 他（3点）,,true
383,22011367-2,2,2,左ステー制作取付,取付,ステー,,1,,false,0.90,自動変換,,,,set_child,左右バックランプ付替え、左ステー制作取付、右ステー穴掘り加工,左右バックランプ付替え加工 他（3点）,,true
384,22011367-2,2,3,右ステー穴掘り加工,加工,ステー,,1,,false,0.90,自動変換,,,,set_child,左右バックランプ付替え、左ステー制作取付、右ステー穴掘り加工,左右バックランプ付替え加工 他（3点）,,true
385,22011368-1,1,0,フロントバンパー脱着加工 他（3点）,加工,,16000,1,16000,false,0.90,自動変換,,,,set_parent,フロントバンパー脱着、右側破損部応急修正、折れ込みボルト取外し取替加工,フロントバンパー脱着加工 他（3点）,,true
386,22011368-1,1,1,フロントバンパー脱着,脱着,フロントバンパー,,1,,false,0.90,自動変換,,,,set_child,フロントバンパー脱着、右側破損部応急修正、折れ込みボルト取外し取替加工,フロントバンパー脱着加工 他（3点）,,true
387,22011368-1,1,2,右側破損部応急修正,修正,,,1,,false,0.90,自動変換,,,,set_child,フロントバンパー脱着、右側破損部応急修正、折れ込みボルト取外し取替加工,フロントバンパー脱着加工 他（3点）,,true
388,22011368-1,1,3,折れ込みボルト取外し取替加工,加工・取替,,,1,,false,0.90,自動変換,,,,set_child,フロントバンパー脱着、右側破損部応急修正、折れ込みボルト取外し取替加工,フロントバンパー脱着加工 他（3点）,,true
389,22011369-1,1,0,右ウイング前枠骨切断脱着鈑金切替 他（2点）,切替,,68000,1,68000,false,0.90,自動変換,,,,set_parent,右ウイング前枠骨切断脱着鈑金、ブラケット製作切替溶接,右ウイング前枠骨切断脱着鈑金切替 他（2点）,,true
390,22011369-1,1,1,右ウイング前枠骨切断脱着鈑金,切断・脱着・鈑金,,,1,,false,0.90,自動変換,,,,set_child,右ウイング前枠骨切断脱着鈑金、ブラケット製作切替溶接,右ウイング前枠骨切断脱着鈑金切替 他（2点）,,true
391,22011369-1,1,2,ブラケット製作切替溶接,切替・溶接・製作,ブラケット,,1,,false,0.90,自動変換,,,,set_child,右ウイング前枠骨切断脱着鈑金、ブラケット製作切替溶接,右ウイング前枠骨切断脱着鈑金切替 他（2点）,,true
392,22011369-1,2,1,支柱パイプ曲がり直し鈑金,曲がり直し・鈑金,パイプ,18000,1,18000,false,0.90,自動変換,,,,individual,支柱パイプ曲がり直し鈑金,,,true
393,22011369-1,3,1,錆止め塗装,錆止め・塗装,,5000,1,5000,false,0.90,自動変換,,,,individual,錆止め塗装,,,true
394,22011370-1,1,1,幌右上雨漏れ応急補修テープ貼コーキング留め,補修,,5000,1,5000,false,0.90,自動変換,,,,individual,幌右上雨漏れ応急補修テープ貼コーキング留め,,,true
395,22011371-1,1,1,タイヤ灯ステー製作塗装取付溶接,取付・塗装・溶接・製作,タイヤ灯・ステー,6000,1,6000,false,0.90,自動変換,,,,individual,タイヤ灯ステー製作塗装取付溶接,,,true
396,22011372-1,1,0,右リア泥除けゴム脱着取付 他（2点）,取付,,5000,1,5000,false,0.90,自動変換,,,,set_parent,右リア泥除けゴム脱着、押さえ製作取付,右リア泥除けゴム脱着取付 他（2点）,,true
397,22011372-1,1,1,右リア泥除けゴム脱着,脱着,,,1,,false,0.90,自動変換,,,,set_child,右リア泥除けゴム脱着、押さえ製作取付,右リア泥除けゴム脱着取付 他（2点）,,true
398,22011372-1,1,2,押さえ製作取付,取付・製作,,,1,,false,0.90,自動変換,,,,set_child,右リア泥除けゴム脱着、押さえ製作取付,右リア泥除けゴム脱着取付 他（2点）,,true
399,22011373-1,1,0,フロントバンパーグリル脱着 他（3点）,脱着,,8000,1,8000,false,0.90,自動変換,,,,set_parent,フロントバンパーグリル脱着、バンパースポイラー脱着、センターフィニッシャー取替,フロントバンパーグリル脱着 他（3点）,,true
400,22011373-1,1,1,フロントバンパーグリル脱着,脱着,フロントバンパー,,1,,false,0.90,自動変換,,,,set_child,フロントバンパーグリル脱着、バンパースポイラー脱着、センターフィニッシャー取替,フロントバンパーグリル脱着 他（3点）,,true
401,22011373-1,1,2,バンパースポイラー脱着,脱着,,,1,,false,0.90,自動変換,,,,set_child,フロントバンパーグリル脱着、バンパースポイラー脱着、センターフィニッシャー取替,フロントバンパーグリル脱着 他（3点）,,true
402,22011373-1,1,3,センターフィニッシャー取替,取替,,,1,,false,0.90,自動変換,,,,set_child,フロントバンパーグリル脱着、バンパースポイラー脱着、センターフィニッシャー取替,フロントバンパーグリル脱着 他（3点）,,true
403,22011374-1,1,1,リヤバンパー取替,取替,,6000,1,6000,false,0.90,自動変換,,,,individual,リヤバンパー取替,,,true
404,22011375-1,1,1,左フェンダーブラケット折損部取付加工溶接,加工・取付・溶接,ブラケット,6000,1,6000,false,0.90,自動変換,,,,individual,左フェンダーブラケット折損部取付加工溶接,,,true
405,22011376-1,1,0,リヤゲート左右ヒンジ修正溶接 他（2点）,溶接,,13000,1,13000,false,0.90,自動変換,,,,set_parent,リヤゲート左右ヒンジ修正、亀裂カット溶接,リヤゲート左右ヒンジ修正溶接 他（2点）,,true
406,22011376-1,1,1,リヤゲート左右ヒンジ修正,修正,,,1,,false,0.90,自動変換,,,,set_child,リヤゲート左右ヒンジ修正、亀裂カット溶接,リヤゲート左右ヒンジ修正溶接 他（2点）,,true
407,22011376-1,1,2,亀裂カット溶接,溶接,,,1,,false,0.90,自動変換,,,,set_child,リヤゲート左右ヒンジ修正、亀裂カット溶接,リヤゲート左右ヒンジ修正溶接 他（2点）,,true
408,22011377-1,1,0,ウイングシートあまもれ点検補修 他（4点）,補修,,18000,1,18000,false,0.90,自動変換,,,,set_parent,ウイングシートあまもれ点検、シート袋水抜き、内装応急補修テープ貼付、天井破れ部分テープ貼付コーキング補修,ウイングシートあまもれ点検補修 他（4点）,,true
409,22011377-1,1,1,ウイングシートあまもれ点検,点検,,,1,,false,0.90,自動変換,,,,set_child,ウイングシートあまもれ点検、シート袋水抜き、内装応急補修テープ貼付、天井破れ部分テープ貼付コーキング補修,ウイングシートあまもれ点検補修 他（4点）,,true
410,22011377-1,1,2,シート袋水抜き補修,補修,,,1,,false,0.90,自動変換,,,,set_child,ウイングシートあまもれ点検、シート袋水抜き、内装応急補修テープ貼付、天井破れ部分テープ貼付コーキング補修,ウイングシートあまもれ点検補修 他（4点）,,true
411,22011377-1,1,3,内装応急補修テープ貼付,補修・貼付,,,1,,false,0.90,自動変換,,,,set_child,ウイングシートあまもれ点検、シート袋水抜き、内装応急補修テープ貼付、天井破れ部分テープ貼付コーキング補修,ウイングシートあまもれ点検補修 他（4点）,,true
412,22011377-1,1,4,天井破れ部分テープ貼付コーキング補修,補修・貼付,,,1,,false,0.90,自動変換,,,,set_child,ウイングシートあまもれ点検、シート袋水抜き、内装応急補修テープ貼付、天井破れ部分テープ貼付コーキング補修,ウイングシートあまもれ点検補修 他（4点）,,true
413,22011378-1,1,0,リヤバンパー脱着取付 他（4点）,取付,,48000,1,48000,false,0.90,自動変換,,,,set_parent,リヤバンパー脱着、泥除けボルト止め式アングル製作取付加工、左右リヤバンパーステーカバー制作取付溶接、シルバー塗装,リヤバンパー脱着取付 他（4点）,,true
414,22011378-1,1,1,リヤバンパー脱着,脱着,,,1,,false,0.90,自動変換,,,,set_child,リヤバンパー脱着、泥除けボルト止め式アングル製作取付加工、左右リヤバンパーステーカバー制作取付溶接、シルバー塗装,リヤバンパー脱着取付 他（4点）,,true
415,22011378-1,1,2,泥除けボルト止め式アングル製作取付加工,加工・取付・製作,,,1,,false,0.90,自動変換,,,,set_child,リヤバンパー脱着、泥除けボルト止め式アングル製作取付加工、左右リヤバンパーステーカバー制作取付溶接、シルバー塗装,リヤバンパー脱着取付 他（4点）,,true
416,22011378-1,1,3,左右リヤバンパーステーカバー制作取付溶接,カバー・取付・溶接,ステー,,1,,false,0.90,自動変換,,,,set_child,リヤバンパー脱着、泥除けボルト止め式アングル製作取付加工、左右リヤバンパーステーカバー制作取付溶接、シルバー塗装,リヤバンパー脱着取付 他（4点）,,true
417,22011378-1,1,4,シルバー塗装,塗装,,,1,,false,0.90,自動変換,,,,set_child,リヤバンパー脱着、泥除けボルト止め式アングル製作取付加工、左右リヤバンパーステーカバー制作取付溶接、シルバー塗装,リヤバンパー脱着取付 他（4点）,,true
418,22011379-1,1,1,マニュホルド折れ込みスタッドボルト２本取外し加工,加工,,4500,2,9000,false,0.90,自動変換,,,,individual,マニュホルド折れ込みスタッドボルト２本取外し加工,,,true
419,22011380-1,1,0,フロントリッド取替 他（4点）,取替,,12000,1,12000,false,0.90,自動変換,,,,set_parent,フロントリッド取替、UDマーク取替、右キャッチ脱着引出し修正、部品組替,フロントリッド取替 他（4点）,,true
420,22011380-1,1,1,フロントリッド取替,取替,,,1,,false,0.90,自動変換,,,,set_child,フロントリッド取替、UDマーク取替、右キャッチ脱着引出し修正、部品組替,フロントリッド取替 他（4点）,,true
421,22011380-1,1,2,UDマーク取替,取替,,,1,,false,0.90,自動変換,,,,set_child,フロントリッド取替、UDマーク取替、右キャッチ脱着引出し修正、部品組替,フロントリッド取替 他（4点）,,true
422,22011380-1,1,3,右キャッチ脱着引出し修正,引出し・修正・脱着,,,1,,false,0.90,自動変換,,,,set_child,フロントリッド取替、UDマーク取替、右キャッチ脱着引出し修正、部品組替,フロントリッド取替 他（4点）,,true
423,22011380-1,1,4,部品組替,組替,,,1,,false,0.90,自動変換,,,,set_child,フロントリッド取替、UDマーク取替、右キャッチ脱着引出し修正、部品組替,フロントリッド取替 他（4点）,,true
424,22011380-1,2,1,フロントグリル取替,取替,,6000,1,6000,false,0.90,自動変換,,,,individual,フロントグリル取替,,,true
425,22011381-1,1,1,左右フロントスプリングバンドカット修正溶接,修正・溶接,,3000,2,6000,false,0.90,自動変換,,,,individual,左右フロントスプリングバンドカット修正溶接,,,true
426,22011382-1,1,1,床板左破損部分張替加工,加工・張替,,62000,1,62000,false,0.90,自動変換,,,,individual,床板左破損部分張替加工,,,true
427,22011382-1,2,1,床板右腐食切断張替加工,切断・加工・張替,,26000,1,26000,false,0.90,自動変換,,,,individual,床板右腐食切断張替加工,,,true
428,22011382-1,3,1,CIタップボルト,,,40,300,12000,false,0.90,自動変換,,,,individual,CIタップボルト,,,true
429,22011382-1,4,1,ボード,,,7800,2,15600,false,0.90,自動変換,,,,individual,ボード,,,true
430,22011383-1,1,0,右バンパーフィニッシャー取替 他（5点）,取替,,8000,1,8000,false,0.90,自動変換,,,,set_parent,右バンパーフィニッシャー取替、ベゼル取替、取付部分ステー引出し修正、フォグランプカバー取替、左バンパーステップ取替,右バンパーフィニッシャー取替 他（5点）,,true
431,22011383-1,1,1,右バンパーフィニッシャー取替,取替,バンパーフィニッシャー,,1,,false,0.90,自動変換,,,,set_child,右バンパーフィニッシャー取替、ベゼル取替、取付部分ステー引出し修正、フォグランプカバー取替、左バンパーステップ取替,右バンパーフィニッシャー取替 他（5点）,,true
432,22011383-1,1,2,ベゼル取替,取替,,,1,,false,0.90,自動変換,,,,set_child,右バンパーフィニッシャー取替、ベゼル取替、取付部分ステー引出し修正、フォグランプカバー取替、左バンパーステップ取替,右バンパーフィニッシャー取替 他（5点）,,true
433,22011383-1,1,3,取付部分ステー引出し修正,引出し・修正・取付,ステー,,1,,false,0.90,自動変換,,,,set_child,右バンパーフィニッシャー取替、ベゼル取替、取付部分ステー引出し修正、フォグランプカバー取替、左バンパーステップ取替,右バンパーフィニッシャー取替 他（5点）,,true
434,22011383-1,1,4,フォグランプカバー取替,カバー・取替,,,1,,false,0.90,自動変換,,,,set_child,右バンパーフィニッシャー取替、ベゼル取替、取付部分ステー引出し修正、フォグランプカバー取替、左バンパーステップ取替,右バンパーフィニッシャー取替 他（5点）,,true
435,22011383-1,1,5,左バンパーステップ取替,取替,,,1,,false,0.90,自動変換,,,,set_child,右バンパーフィニッシャー取替、ベゼル取替、取付部分ステー引出し修正、フォグランプカバー取替、左バンパーステップ取替,右バンパーフィニッシャー取替 他（5点）,,true
436,22011384-1,1,0,右メッキミラー取替 他（3点）,取替,,7000,1,7000,false,0.90,自動変換,,,,set_parent,右メッキミラー、アーム、高速ミラー取替,右メッキミラー取替 他（3点）,,true
437,22011384-1,1,1,右メッキミラー取替,取替,,,1,,false,0.90,自動変換,,,,set_child,右メッキミラー、アーム、高速ミラー取替,右メッキミラー取替 他（3点）,,true
438,22011384-1,1,2,アーム取替,取替,,,1,,false,0.90,自動変換,,,,set_child,右メッキミラー、アーム、高速ミラー取替,右メッキミラー取替 他（3点）,,true
439,22011384-1,1,3,高速ミラー取替,取替,,,1,,false,0.90,自動変換,,,,set_child,右メッキミラー、アーム、高速ミラー取替,右メッキミラー取替 他（3点）,,true
440,22011384-1,2,0,右ドアーパネル付替 他（6点）,付替,,22000,1,22000,false,0.90,自動変換,,,,set_parent,右ドアーパネル、レギュレーター、ラッチ、蝶番、バイザー取替、他付替え,右ドアーパネル付替 他（6点）,,true
441,22011384-1,2,1,右ドアーパネル付替,付替,ドア,,1,,false,0.90,自動変換,,,,set_child,右ドアーパネル、レギュレーター、ラッチ、蝶番、バイザー取替、他付替え,右ドアーパネル付替 他（6点）,,true
442,22011384-1,2,2,レギュレーター付替,付替,,,1,,false,0.90,自動変換,,,,set_child,右ドアーパネル、レギュレーター、ラッチ、蝶番、バイザー取替、他付替え,右ドアーパネル付替 他（6点）,,true
443,22011384-1,2,3,ラッチ付替,付替,,,1,,false,0.90,自動変換,,,,set_child,右ドアーパネル、レギュレーター、ラッチ、蝶番、バイザー取替、他付替え,右ドアーパネル付替 他（6点）,,true
444,22011384-1,2,4,蝶番付替,付替,,,1,,false,0.90,自動変換,,,,set_child,右ドアーパネル、レギュレーター、ラッチ、蝶番、バイザー取替、他付替え,右ドアーパネル付替 他（6点）,,true
445,22011384-1,2,5,バイザー取替,取替,,,1,,false,0.90,自動変換,,,,set_child,右ドアーパネル、レギュレーター、ラッチ、蝶番、バイザー取替、他付替え,右ドアーパネル付替 他（6点）,,true
446,22011384-1,2,6,他付替え,付替,,,1,,false,0.90,自動変換,,,,set_child,右ドアーパネル、レギュレーター、ラッチ、蝶番、バイザー取替、他付替え,右ドアーパネル付替 他（6点）,,true
447,22011384-1,3,0,右タイヤハウスカバー脱着 他（2点）,脱着,,8000,1,8000,false,0.90,自動変換,,,,set_parent,右タイヤハウスカバー脱着、右アッパーフェンダー脱着,右タイヤハウスカバー脱着 他（2点）,,true
448,22011384-1,3,1,右タイヤハウスカバー脱着,カバー・脱着,タイヤハウスカバー,,1,,false,0.90,自動変換,,,,set_child,右タイヤハウスカバー脱着、右アッパーフェンダー脱着,右タイヤハウスカバー脱着 他（2点）,,true
449,22011384-1,3,2,右アッパーフェンダー脱着,脱着,アッパーフェンダー,,1,,false,0.90,自動変換,,,,set_child,右タイヤハウスカバー脱着、右アッパーフェンダー脱着,右タイヤハウスカバー脱着 他（2点）,,true
450,22011384-1,4,0,右アッパーステップ取替 他（3点）,取替,,7000,1,7000,false,0.90,自動変換,,,,set_parent,右アッパーステップ取替、ステップウォール取替、取付部分修正,右アッパーステップ取替 他（3点）,,true
451,22011384-1,4,1,右アッパーステップ取替,取替,アッパーステップ,,1,,false,0.90,自動変換,,,,set_child,右アッパーステップ取替、ステップウォール取替、取付部分修正,右アッパーステップ取替 他（3点）,,true
452,22011384-1,4,2,ステップウォール取替,取替,,,1,,false,0.90,自動変換,,,,set_child,右アッパーステップ取替、ステップウォール取替、取付部分修正,右アッパーステップ取替 他（3点）,,true
453,22011384-1,4,3,取付部分修正,修正・取付,,,1,,false,0.90,自動変換,,,,set_child,右アッパーステップ取替、ステップウォール取替、取付部分修正,右アッパーステップ取替 他（3点）,,true
454,22011384-1,5,0,右ロアステップ修正 他（3点）,修正,,9000,1,9000,false,0.90,自動変換,,,,set_parent,右ロアステップ、ステップカバー取替、ステー脱着修正,右ロアステップ修正 他（3点）,,true
455,22011384-1,5,1,右ロアステップ修正,修正,ロアステップ,,1,,false,0.90,自動変換,,,,set_child,右ロアステップ、ステップカバー取替、ステー脱着修正,右ロアステップ修正 他（3点）,,true
456,22011384-1,5,2,ステップカバー取替,カバー・取替,,,1,,false,0.90,自動変換,,,,set_child,右ロアステップ、ステップカバー取替、ステー脱着修正,右ロアステップ修正 他（3点）,,true
457,22011384-1,5,3,ステー脱着修正,修正・脱着,ステー,,1,,false,0.90,自動変換,,,,set_child,右ロアステップ、ステップカバー取替、ステー脱着修正,右ロアステップ修正 他（3点）,,true
458,22011384-1,6,1,右メッキコーナーパネル取替,取替,コーナーパネル,4000,1,4000,false,0.90,自動変換,,,,individual,右メッキコーナーパネル取替,,,true
459,22011384-1,7,0,フロントバンパー修正 他（6点）,修正,,24000,1,24000,false,0.90,自動変換,,,,set_parent,フロントバンパー、右バンパーステー、右メッキコーナーバンパー、右コーナーカバー取替、他付替え、左右ブラケット修正,フロントバンパー修正 他（6点）,,true
460,22011384-1,7,1,フロントバンパー修正,修正,フロントバンパー,,1,,false,0.90,自動変換,,,,set_child,フロントバンパー、右バンパーステー、右メッキコーナーバンパー、右コーナーカバー取替、他付替え、左右ブラケット修正,フロントバンパー修正 他（6点）,,true
461,22011384-1,7,2,右バンパーステー修正,修正,ステー,,1,,false,0.90,自動変換,,,,set_child,フロントバンパー、右バンパーステー、右メッキコーナーバンパー、右コーナーカバー取替、他付替え、左右ブラケット修正,フロントバンパー修正 他（6点）,,true
462,22011384-1,7,3,右メッキコーナーバンパー修正,修正,,,1,,false,0.90,自動変換,,,,set_child,フロントバンパー、右バンパーステー、右メッキコーナーバンパー、右コーナーカバー取替、他付替え、左右ブラケット修正,フロントバンパー修正 他（6点）,,true
463,22011384-1,7,4,右コーナーカバー取替,カバー・取替,,,1,,false,0.90,自動変換,,,,set_child,フロントバンパー、右バンパーステー、右メッキコーナーバンパー、右コーナーカバー取替、他付替え、左右ブラケット修正,フロントバンパー修正 他（6点）,,true
464,22011384-1,7,5,他付替え,付替,,,1,,false,0.90,自動変換,,,,set_child,フロントバンパー、右バンパーステー、右メッキコーナーバンパー、右コーナーカバー取替、他付替え、左右ブラケット修正,フロントバンパー修正 他（6点）,,true
465,22011384-1,7,6,左右ブラケット修正,修正,ブラケット,,1,,false,0.90,自動変換,,,,set_child,フロントバンパー、右バンパーステー、右メッキコーナーバンパー、右コーナーカバー取替、他付替え、左右ブラケット修正,フロントバンパー修正 他（6点）,,true
466,22011384-1,8,0,アクセルペダル取替修正 他（2点）,修正,,7000,1,7000,false,0.90,自動変換,,,,set_parent,アクセルペダル取替、ブレーキペダル脱着修正,アクセルペダル取替修正 他（2点）,,true
467,22011384-1,8,1,アクセルペダル取替,取替,ペダル,,1,,false,0.90,自動変換,,,,set_child,アクセルペダル取替、ブレーキペダル脱着修正,アクセルペダル取替修正 他（2点）,,true
468,22011384-1,8,2,ブレーキペダル脱着修正,修正・脱着,ブレーキ・ペダル,,1,,false,0.90,自動変換,,,,set_child,アクセルペダル取替、ブレーキペダル脱着修正,アクセルペダル取替修正 他（2点）,,true
469,22011384-1,9,1,右ピーラー切替,切替,,76000,1,76000,false,0.90,自動変換,,,,individual,右ピーラー切替,,,true
470,22011384-1,10,0,スカッフプレート取替 他（5点）,取替,,9000,1,9000,false,0.90,自動変換,,,,set_parent,スカッフプレート、フロアーマット、ドライバーシート、サイド内張脱着、グリップ取替,スカッフプレート取替 他（5点）,,true
